Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;13;147;109,5;20297;15119,4;< 5;n.p.;528;393,3
Anjou;< 5;38;88,8;6939;16214,1;< 5;n.p.;85;198,6
Baie D'urfé;< 5;14;* 366,2;307;8030,3;0;;< 5;n.p.
Beaconsfield;0;21;* 108,7;1578;8166;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;14;156;93,7;24163;14510,6;0;;407;244,4
Côte-Saint-Luc;< 5;47;144,8;5419;16700,6;0;;129;397,6
Dollard-des-Ormeaux;0;67;137;6239;12759;0;;131;267,9
Dorval;< 5;23;* 121,2;2110;11117;0;;70;368,8
Hampstead;< 5;23;* 329,8;1101;15789,5;0;;6;n.p.
Kirkland;< 5;27;* 134;1973;9791,1;0;;40;198,5
Lachine;< 5;29;* 65,2;6345;14262;0;;189;424,8
LaSalle;< 5;71;92,4;11219;14598;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;45;244,4;2436;13229,8;0;;79;429
Mercier–Hochelaga-Maisonneuve;7;138;101,5;19590;14401,9;0;;500;367,6
Montréal Est;0;6;n.p.;663;17220,8;0;;11;* 285,7
Montréal-Nord;0;58;68,9;15365;18240,9;< 5;n.p.;388;460,6
Montréal-Ouest;0;7;n.p.;568;11247,5;0;;< 5;n.p.
Mont-Royal;< 5;25;* 123,3;2618;12911,8;0;;95;468,5
Outremont;0;31;* 129,4;2866;11964,6;< 5;n.p.;31;* 129,4
Pierrefonds–Roxboro;< 5;62;89,5;9053;13064,1;0;;103;148,6
Plateau Mont-Royal;8;130;125;12637;12151;0;;194;186,5
Pointe-Claire;< 5;41;130,7;2895;9225,6;< 5;n.p.;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;5;96;89,9;17891;16760,8;0;;352;329,8
Rosemont–La Petite Patrie;15;163;116,8;17881;12809,7;0;;352;252,2
Sainte-Anne-de-Bellevue;< 5;17;* 342,9;470;9479,6;0;;14;* 282,4
Saint-Laurent;6;89;90,1;14886;15062,5;0;;171;173
Saint-Léonard;< 5;63;80,5;14467;18475,2;0;;167;213,3
Senneville;0;< 5;n.p.;89;9663,4;0;;0;
Sud-Ouest;6;87;111,3;9840;12591;0;;228;291,7
Verdun;5;76;109,8;7688;11105,2;0;;211;304,8
Ville-Marie;5;113;126,7;12027;13487,7;< 5;n.p.;154;172,7
Villeray–Saint-Michel–Parc-Extension;5;117;81,3;21993;15288,5;< 5;n.p.;245;170,3
Westmount;7;34;* 167,4;2028;9984,2;0;;64;315,1
Territoire à confirmer;< 5;76;;7468;;0;;31;
Total à Montréal;126;2141;103,6;283110;13705,6;11;*0,5;5332;258,1
