Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;38;372;277,1;3982;2966,2;< 5;n.p.;374;278,6
Anjou;7;115;268,7;1224;2860,1;0;;49;114,5
Baie D'urfé;-1;0;;43;1124,8;0;;< 5;n.p.
Beaconsfield;< 5;23;* 119;149;771,1;< 5;n.p.;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;31;411;246,8;4432;2661,5;< 5;n.p.;286;171,8
Côte-Saint-Luc;10;95;292,8;1219;3756,8;13;*40,1;82;252,7
Dollard-des-Ormeaux;12;90;184,1;933;1908;6;n.p.;98;200,4
Dorval;< 5;27;* 142,3;351;1849,3;0;;61;321,4
Hampstead;-1;16;* 229,5;153;2194,2;0;;< 5;n.p.
Kirkland;< 5;50;248,1;276;1369,7;0;;26;* 129
Lachine;11;109;245;1175;2641,1;< 5;n.p.;113;254
LaSalle;17;223;290,2;2287;2975,8;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;5;30;* 162,9;325;1765,1;< 5;n.p.;52;282,4
Mercier–Hochelaga-Maisonneuve;23;237;174,2;3843;2825,2;< 5;n.p.;388;285,2
Montréal Est;< 5;6;n.p.;84;2181,8;0;;< 5;n.p.
Montréal-Nord;25;245;290,9;3991;4738;0;;254;301,5
Montréal-Ouest;0;< 5;n.p.;59;1168,3;0;;< 5;n.p.
Mont-Royal;0;49;241,7;566;2791,5;< 5;n.p.;91;448,8
Outremont;< 5;29;* 121,1;628;2621,7;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;15;182;262,6;1225;1767,8;< 5;n.p.;43;62,1
Plateau Mont-Royal;10;107;102,9;1922;1848,1;0;;132;126,9
Pointe-Claire;< 5;33;* 105,2;361;1150,4;0;;33;* 105,2
Rivière-des-Prairies–Pointe-aux-Trembles;32;281;263,2;3538;3314,5;< 5;n.p.;258;241,7
Rosemont–La Petite Patrie;22;266;190,6;3127;2240,1;< 5;n.p.;251;179,8
Sainte-Anne-de-Bellevue;< 5;20;* 403,4;48;968,1;0;;< 5;n.p.
Saint-Laurent;26;346;350,1;2583;2613,6;0;;108;109,3
Saint-Léonard;32;303;386,9;2336;2983,2;5;n.p.;57;72,8
Senneville;< 5;< 5;n.p.;9;n.p.;0;;0;
Sud-Ouest;11;132;168,9;1779;2276,4;0;;182;232,9
Verdun;6;67;96,8;1483;2142,2;< 5;n.p.;173;249,9
Ville-Marie;8;113;126,7;2067;2318;< 5;n.p.;88;98,7
Villeray–Saint-Michel–Parc-Extension;30;360;250,3;4235;2944;0;;137;95,2
Westmount;5;39;192;334;1644,3;< 5;n.p.;42;206,8
Territoire à confirmer;-4;72;;1081;;< 5;;42;
Total à Montréal;386;4452;215,5;51848;2510;50;2,4;3641;176,3
