group,1d,2d,3d,pop 2021
0-4,255,58,8,428991
5-11,422450,269769,152,650347
12-17,527945,496516,19833,529446
18-29,1106712,1041905,372539,1216440
30-39,1015197,969740,443991,1118629
40-49,1023698,994714,577824,1115327
50-59,1077866,1048469,730584,1155183
60-69,1113848,1099980,938120,1168854
70-79,752849,750653,690827,783129
80 plus,400108,399438,369148,425520
Total 5+,7440673,7071184,4143018,8162875
Total,7440928,7071242,4143026,8591866
