group,1d,2d,3d,pop 2021
0-4,246,53,9,428991
5-11,431189,320398,317,650347
12-17,530712,504496,82698,529446
18-29,1111331,1051423,419441,1216440
30-39,1019319,978888,488411,1118629
40-49,1026426,1001155,626488,1115327
50-59,1079657,1053828,779305,1155183
60-69,1115245,1104046,981996,1168854
70-79,753750,752857,714443,783129
80 plus,400589,400981,385372,425520
Total 5+,7468218,7168072,4478471,8162875
Total,7468464,7168125,4478480,8591866
