Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;32;205;152,7;12294;9157,9;0;;492;366,5
Anjou;16;130;303,8;4173;9750,9;0;;79;184,6
Baie D'urfé;0;< 5;n.p.;113;2955,8;0;;< 5;n.p.
Beaconsfield;< 5;29;* 150,1;632;3270,5;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;36;356;213,8;13830;8305,3;0;;372;223,4
Côte-Saint-Luc;< 5;40;123,3;3304;10182,4;0;;120;369,8
Dollard-des-Ormeaux;8;78;159,5;3367;6885,6;0;;125;255,6
Dorval;< 5;21;* 110,6;935;4926,2;0;;69;363,5
Hampstead;< 5;17;* 243,8;530;7600,7;0;;6;n.p.
Kirkland;< 5;21;* 104,2;914;4535,8;0;;36;* 178,7
Lachine;6;44;98,9;3429;7707,5;0;;171;384,4
LaSalle;6;106;137,9;6529;8495,4;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;7;32;* 173,8;1204;6538,9;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;16;215;158,1;10409;7652,3;< 5;n.p.;452;332,3
Montréal Est;< 5;26;* 675,3;354;9194,8;0;;9;* 233,8
Montréal-Nord;13;117;138,9;10481;12442,7;< 5;n.p.;338;401,3
Montréal-Ouest;< 5;10;* 198;253;5009,9;0;;< 5;n.p.
Mont-Royal;5;29;* 143;1293;6377;0;;94;463,6
Outremont;8;26;* 108,5;1461;6099,2;0;;29;* 121,1
Pierrefonds–Roxboro;12;114;164,5;5033;7262,9;0;;88;127
Plateau Mont-Royal;11;197;189,4;5670;5451,9;0;;172;165,4
Pointe-Claire;8;42;133,8;1252;3989,8;< 5;n.p.;56;178,5
Rivière-des-Prairies–Pointe-aux-Trembles;21;242;226,7;10898;10209,6;0;;323;302,6
Rosemont–La Petite Patrie;22;217;155,5;8445;6049,9;< 5;n.p.;328;235
Sainte-Anne-de-Bellevue;0;< 5;n.p.;190;3832,2;0;;13;* 262,2
Saint-Laurent;13;121;122,4;9688;9802,9;0;;159;160,9
Saint-Léonard;22;243;310,3;9464;12086,1;< 5;n.p.;150;191,6
Senneville;0;0;;34;* 3691,6;0;;0;
Sud-Ouest;9;95;121,6;4791;6130,4;0;;209;267,4
Verdun;6;94;135,8;3761;5432,7;< 5;n.p.;202;291,8
Ville-Marie;15;129;144,7;5914;6632,3;< 5;n.p.;131;146,9
Villeray–Saint-Michel–Parc-Extension;36;232;161,3;13000;9037;0;;206;143,2
Westmount;< 5;33;* 162,5;903;4445,6;0;;57;280,6
Territoire à confirmer;-2;35;;2228;;< 5;;27;
Total à Montréal;347;3301;159,8;156776;7589,6;11;*0,5;4863;235,4
