group,1d,2d,3d,pop 2021
0-4,28701,10284,29,428991
5-11,440339,337057,27657,650347
12-17,532660,510084,118858,529446
18-29,1117641,1058682,451265,1216440
30-39,1025460,985290,519151,1118629
40-49,1030263,1005874,656379,1115327
50-59,1082494,1057015,805241,1155183
60-69,1118513,1106537,1002815,1168854
70-79,755723,754266,726192,783129
80 plus,401306,401738,391831,425520
Total 5+,7504399,7216543,4699389,8162875
Total,7533100,7226827,4699418,8591866
