date,0d,1d,2d,3d
2022-01-05,2330,791,12192,1834
2022-01-06,2119,694,10760,1859
2022-01-07,1649,575,8032,1766
2022-01-08,1245,395,6176,1481
2022-01-09,971,290,5003,1301
2022-01-10,1034,298,5108,1345
2022-01-11,818,262,4099,1513
2022-01-12,747,236,3842,1775
2022-01-13,689,216,3383,1547
2022-01-14,596,199,3086,1427
2022-01-15,455,172,2558,1386
2022-01-16,439,137,2203,1071
2022-01-17,563,164,2488,1167
2022-01-18,544,201,2909,1422
2022-01-19,519,161,2474,1481
2022-01-20,490,179,2283,1422
2022-01-21,471,159,1941,1306
2022-01-22,345,105,1317,1054
2022-01-23,349,108,1214,872
2022-01-24,437,172,1628,1181
2022-01-25,483,198,1888,1505
2022-01-26,478,223,1532,1339
2022-01-27,457,210,1423,1371
2022-01-28,413,161,1368,1285
2022-01-29,353,150,1084,955
2022-01-30,327,139,898,947
2022-01-31,396,187,1263,1278
2022-02-01,505,215,1513,1449
2022-02-02,450,234,1456,1509
2022-02-03,360,166,1183,1226
2022-02-04,363,153,1114,1208
2022-02-05,271,99,740,1006
2022-02-06,260,83,719,903
2022-02-07,370,126,1138,1326
2022-02-08,414,125,1095,1446
2022-02-09,308,126,1004,1267
2022-02-10,347,89,923,1131
2022-02-11,273,85,837,1176
2022-02-12,194,42,506,746
2022-02-13,186,51,475,757
2022-02-14,229,82,669,1006
2022-02-15,214,66,696,1036
2022-02-16,246,54,632,938
2022-02-17,219,57,508,921
2022-02-18,176,42,480,776
2022-02-19,111,19,301,591
2022-02-20,107,26,316,600
2022-02-21,200,37,481,917
2022-02-22,156,49,511,876
2022-02-23,141,31,431,838
2022-02-24,127,35,405,710
2022-02-25,100,32,298,621
2022-02-26,93,19,255,514
2022-02-27,71,17,239,468
2022-02-28,142,28,390,733
2022-03-01,133,24,385,701
2022-03-02,102,28,314,692
2022-03-03,107,21,421,773
2022-03-04,93,18,277,657
2022-03-05,77,13,206,471
2022-03-06,68,14,204,476
2022-03-07,121,20,328,756
2022-03-08,118,25,379,814
2022-03-09,95,18,339,781
2022-03-10,83,16,256,726
2022-03-11,82,13,271,685
2022-03-12,66,20,193,433
2022-03-13,62,14,173,432
2022-03-14,99,16,301,875
2022-03-15,96,22,319,968
2022-03-16,95,25,349,973
2022-03-17,109,23,344,899
2022-03-18,93,20,268,834
2022-03-19,61,7,212,598
2022-03-20,66,4,243,672
2022-03-21,104,26,429,1126
2022-03-22,120,37,535,1483
2022-03-23,149,22,528,1607
2022-03-24,122,19,484,1550
2022-03-25,140,25,508,1457
2022-03-26,110,33,342,1104
2022-03-27,105,23,383,1186
2022-03-28,167,46,643,1907
2022-03-29,172,38,706,2114
2022-03-30,171,40,779,2283
2022-03-31,235,29,663,2057
2022-04-01,204,35,663,2019
2022-04-02,149,27,485,1601
2022-04-03,136,26,456,1526
2022-04-04,204,33,687,2291
2022-04-05,240,47,815,2540
2022-04-06,221,34,783,2530
2022-04-07,251,42,790,2409
2022-04-08,218,37,623,2076
2022-04-09,157,23,470,1795
2022-04-10,137,28,438,1679
2022-04-11,222,37,539,2038
2022-04-12,261,29,686,2406
2022-04-13,241,31,638,2442
2022-04-14,164,30,542,2014
2022-04-15,142,21,403,1625
2022-04-16,133,19,293,1189
2022-04-17,112,20,266,1164
2022-04-18,127,15,350,1420
2022-04-19,180,24,483,1875
2022-04-20,196,32,532,2050
2022-04-21,154,19,448,1589
2022-04-22,158,22,363,1454
2022-04-23,118,9,251,953
2022-04-24,139,13,264,960
2022-04-25,169,14,379,1310
2022-04-26,140,26,335,1305
2022-04-27,141,19,341,1219
2022-04-28,128,20,316,1106
2022-04-29,131,10,242,1009
2022-04-30,78,17,150,675
2022-05-01,64,12,138,651
2022-05-02,112,9,216,970
2022-05-03,118,23,269,1097
2022-05-04,101,9,247,879
2022-05-05,95,14,192,835
2022-05-06,107,15,194,691
2022-05-07,60,9,116,457
2022-05-08,57,14,90,486
2022-05-09,83,8,157,604
2022-05-10,77,7,189,713
2022-05-11,68,9,179,686
2022-05-12,73,10,144,550
2022-05-13,71,9,131,525
2022-05-14,59,9,86,379
2022-05-15,47,6,87,343
2022-05-16,51,6,118,488
