Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;9;148;110,2;12040;8968,7;< 5;n.p.;492;366,5
Anjou;6;70;163,6;4048;9458,8;0;;79;184,6
Baie D'urfé;0;< 5;n.p.;113;2955,8;0;;< 5;n.p.
Beaconsfield;< 5;12;* 62,1;607;3141,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;23;277;166,3;13518;8117,9;0;;372;223,4
Côte-Saint-Luc;6;51;157,2;3263;10056,1;0;;120;369,8
Dollard-des-Ormeaux;< 5;59;120,7;3290;6728,2;0;;125;255,6
Dorval;< 5;8;n.p.;917;4831,4;0;;69;363,5
Hampstead;< 5;19;* 272,5;516;7400;0;;6;n.p.
Kirkland;< 5;14;* 69,5;894;4436,5;0;;36;* 178,7
Lachine;-1;45;101,1;3336;7498,5;0;;171;384,4
LaSalle;7;88;114,5;6404;8332,8;< 5;n.p.;247;321,4
L'Île-Bizard–Sainte-Geneviève;< 5;14;* 76;1172;6365,1;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;15;220;161,7;10218;7511,9;0;;451;331,6
Montréal Est;< 5;19;* 493,5;338;8779,2;0;;9;* 233,8
Montréal-Nord;7;84;99,7;10309;12238,5;< 5;n.p.;338;401,3
Montréal-Ouest;-1;5;n.p.;243;4811,9;0;;< 5;n.p.
Mont-Royal;< 5;21;* 103,6;1259;6209,3;0;;94;463,6
Outremont;< 5;17;* 71;1427;5957,3;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;73;105,3;4895;7063,8;0;;88;127
Plateau Mont-Royal;11;168;161,5;5540;5326,9;0;;172;165,4
Pointe-Claire;< 5;24;* 76,5;1215;3871,9;0;;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;9;231;216,4;10656;9982,9;0;;323;302,6
Rosemont–La Petite Patrie;15;196;140,4;8257;5915,2;< 5;n.p.;328;235
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;189;3812;0;;13;* 262,2
Saint-Laurent;8;85;86;9439;9550,9;0;;159;160,9
Saint-Léonard;17;245;312,9;9203;11752,8;0;;148;189
Senneville;0;0;;34;* 3691,6;0;;0;
Sud-Ouest;< 5;82;104,9;4704;6019,1;< 5;n.p.;209;267,4
Verdun;8;90;130;3690;5330,1;< 5;n.p.;201;290,3
Ville-Marie;8;123;137,9;5820;6526,9;0;;129;144,7
Villeray–Saint-Michel–Parc-Extension;11;171;118,9;12735;8852,8;0;;206;143,2
Westmount;5;22;* 108,3;885;4357;0;;57;280,6
Territoire à confirmer;8;39;;2198;;0;;25;
Total à Montréal;204;2725;131,9;153372;7424,9;7;n.p.;4854;235
