Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-26;1380295;1176670
2021-03-25;1380295;1122874
2021-03-24;1321795;1067175
2021-03-23;1321795;1026458
2021-03-22;1296055;994080
2021-03-21;1050355;967567
2021-03-20;1050355;946208
