Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-06-01;6427659;5719839
2021-05-31;6376347;5652674
2021-05-30;5887119;5580945
2021-05-29;5887119;5502437
2021-05-28;5887119;5405460
2021-05-27;5887119;5307698
2021-05-26;5877419;5204449
