Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;< 5;173;128,9;20135;14998,7;< 5;n.p.;525;391,1
Anjou;< 5;59;137,9;6895;16111,3;0;;84;196,3
Baie D'urfé;0;< 5;n.p.;293;7664,1;0;;< 5;n.p.
Beaconsfield;0;30;* 155,2;1551;8026,3;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;6;219;131,5;23991;14407,3;< 5;n.p.;406;243,8
Côte-Saint-Luc;< 5;58;178,7;5369;16546,5;0;;129;397,6
Dollard-des-Ormeaux;11;80;163,6;6160;12597,4;0;;131;267,9
Dorval;< 5;26;* 137;2088;11001,1;0;;70;368,8
Hampstead;0;34;* 487,6;1067;15301,9;0;;6;n.p.
Kirkland;< 5;38;188,6;1942;9637,2;0;;40;198,5
Lachine;< 5;69;155,1;6310;14183,3;0;;189;424,8
LaSalle;< 5;84;109,3;11129;14480,9;< 5;n.p.;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;33;* 179,2;2386;12958,2;0;;79;429
Mercier–Hochelaga-Maisonneuve;< 5;218;160,3;19471;14314,4;< 5;n.p.;499;366,8
Montréal Est;0;11;* 285,7;658;17090,9;0;;11;* 285,7
Montréal-Nord;5;93;110,4;15291;18153;< 5;n.p.;383;454,7
Montréal-Ouest;0;7;n.p.;559;11069,3;0;;< 5;n.p.
Mont-Royal;0;41;202,2;2583;12739,2;0;;95;468,5
Outremont;-1;40;167;2829;11810,1;0;;30;* 125,2
Pierrefonds–Roxboro;5;94;135,6;8981;12960,2;< 5;n.p.;102;147,2
Plateau Mont-Royal;< 5;140;134,6;12499;12018,3;< 5;n.p.;194;186,5
Pointe-Claire;< 5;33;* 105,2;2850;9082,2;0;;64;204
Rivière-des-Prairies–Pointe-aux-Trembles;< 5;172;161,1;17771;16648,4;0;;352;329,8
Rosemont–La Petite Patrie;8;202;144,7;17713;12689,3;0;;350;250,7
Sainte-Anne-de-Bellevue;< 5;11;* 221,9;448;9035,9;0;;14;* 282,4
Saint-Laurent;< 5;146;147,7;14787;14962,4;0;;171;173
Saint-Léonard;0;93;118,8;14390;18376,9;< 5;n.p.;167;213,3
Senneville;0;< 5;n.p.;85;9229,1;0;;0;
Sud-Ouest;-2;103;131,8;9745;12469,5;0;;228;291,7
Verdun;< 5;96;138,7;7599;10976,6;0;;211;304,8
Ville-Marie;12;164;183,9;11900;13345,3;< 5;n.p.;151;169,3
Villeray–Saint-Michel–Parc-Extension;5;162;112,6;21862;15197,5;< 5;n.p.;242;168,2
Westmount;5;72;354,5;1980;9747,9;0;;64;315,1
Territoire à confirmer;-1;87;;7438;;0;;31;
Total à Montréal;87;2893;140,1;280756;13591,6;15;*0,7;5311;257,1
