Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-24;3066969;2828484
2021-04-23;3066969;2764721
2021-04-22;3066969;2681855
2021-04-21;3066969;2592627
2021-04-20;3066969;2505645
2021-04-19;3042405;2450845
2021-04-18;2836485;2402570
