Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;55;767;571,3;7285;5426,6;26;*19,4;425;316,6
Anjou;17;303;708;2377;5554,3;5;n.p.;64;149,5
Baie D'urfé;0;6;n.p.;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;38;196,6;315;1630,1;< 5;n.p.;14;* 72,4
Côte-des-Neiges–Notre-Dame-de-Grâce;60;839;503,8;8103;4866,1;6;n.p.;326;195,8
Côte-Saint-Luc;9;114;351,3;1879;5790,8;< 5;n.p.;104;320,5
Dollard-des-Ormeaux;5;196;400,8;1850;3783,3;8;n.p.;112;229
Dorval;< 5;53;279,2;576;3034,8;< 5;n.p.;68;358,3
Hampstead;0;32;* 458,9;283;4058,5;0;;< 5;n.p.
Kirkland;0;26;* 129;476;2362,2;0;;30;* 148,9
Lachine;6;139;312,4;2114;4751,7;< 5;n.p.;160;359,6
LaSalle;21;314;408,6;3922;5103,2;17;*22,1;222;288,9
L'Île-Bizard–Sainte-Geneviève;< 5;108;586,5;782;4247;< 5;n.p.;69;374,7
Mercier–Hochelaga-Maisonneuve;35;519;381,6;6236;4584,5;13;*9,6;417;306,6
Montréal Est;-1;20;* 519,5;194;5039;< 5;n.p.;6;n.p.
Montréal-Nord;40;657;780;6853;8135,7;12;*14,2;304;360,9
Montréal-Ouest;< 5;16;* 316,8;119;2356,4;0;;< 5;n.p.
Mont-Royal;< 5;43;212,1;821;4049,1;< 5;n.p.;91;448,8
Outremont;0;43;179,5;946;3949,2;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;10;273;394;2748;3965,5;< 5;n.p.;73;105,3
Plateau Mont-Royal;18;283;272,1;3242;3117,3;19;*18,3;160;153,8
Pointe-Claire;< 5;49;156,2;764;2434,7;< 5;n.p.;48;153
Rivière-des-Prairies–Pointe-aux-Trembles;40;654;612,7;6422;6016,3;14;*13,1;290;271,7
Rosemont–La Petite Patrie;20;395;283;5240;3753,9;17;*12,2;300;214,9
Sainte-Anne-de-Bellevue;0;9;n.p.;101;2037,1;0;;12;* 242
Saint-Laurent;49;516;522,1;4991;5050,2;< 5;n.p.;123;124,5
Saint-Léonard;34;590;753,5;5274;6735,2;24;*30,6;107;136,6
Senneville;0;< 5;n.p.;21;* 2280,1;0;;0;
Sud-Ouest;22;241;308,4;2885;3691,6;< 5;n.p.;199;254,6
Verdun;9;173;249,9;2261;3266;5;n.p.;183;264,3
Ville-Marie;21;397;445,2;3520;3947,5;6;n.p.;104;116,6
Villeray–Saint-Michel–Parc-Extension;56;781;542,9;7635;5307,5;9;*6,3;155;107,7
Westmount;8;53;260,9;557;2742,2;< 5;n.p.;53;260,9
Territoire à confirmer;6;110;;1505;;0;;22;
Total à Montréal;551;8758;424;92364;4471,4;215;10,4;4268;206,6
