Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;45;602;448,4;4664;3474,2;< 5;n.p.;376;280,1
Anjou;30;212;495,4;1465;3423,2;0;;49;114,5
Baie D'urfé;0;7;n.p.;50;1307,9;0;;< 5;n.p.
Beaconsfield;< 5;43;222,5;193;998,8;< 5;n.p.;10;* 51,7
Côte-des-Neiges–Notre-Dame-de-Grâce;41;802;481,6;5308;3187,6;10;*6;298;179
Côte-Saint-Luc;6;135;416,1;1368;4216;7;n.p.;91;280,4
Dollard-des-Ormeaux;6;171;349,7;1117;2284,3;0;;99;202,5
Dorval;< 5;49;258,2;403;2123,3;< 5;n.p.;64;337,2
Hampstead;0;20;* 286,8;175;2509,7;0;;< 5;n.p.
Kirkland;8;48;238,2;320;1588;< 5;n.p.;29;* 143,9
Lachine;7;178;400,1;1385;3113,1;5;n.p.;119;267,5
LaSalle;16;253;329,2;2598;3380,5;< 5;n.p.;187;243,3
L'Île-Bizard–Sainte-Geneviève;< 5;56;304,1;387;2101,8;< 5;n.p.;54;293,3
Mercier–Hochelaga-Maisonneuve;33;402;295,5;4276;3143,6;< 5;n.p.;389;286
Montréal Est;0;14;* 363,6;101;2623,4;0;;< 5;n.p.
Montréal-Nord;61;622;738,4;4680;5556;< 5;n.p.;255;302,7
Montréal-Ouest;0;7;n.p.;67;1326,7;0;;< 5;n.p.
Mont-Royal;< 5;52;256,5;629;3102,2;0;;91;448,8
Outremont;< 5;39;162,8;670;2797;< 5;n.p.;14;* 58,4
Pierrefonds–Roxboro;22;334;482;1623;2342,1;14;*20,2;60;86,6
Plateau Mont-Royal;25;193;185,6;2138;2055,8;0;;133;127,9
Pointe-Claire;14;86;274,1;461;1469,1;< 5;n.p.;35;* 111,5
Rivière-des-Prairies–Pointe-aux-Trembles;43;599;561,2;4205;3939,4;< 5;n.p.;261;244,5
Rosemont–La Petite Patrie;41;461;330,3;3633;2602,6;7;n.p.;260;186,3
Sainte-Anne-de-Bellevue;0;10;* 201,7;68;1371,5;5;n.p.;8;n.p.
Saint-Laurent;38;488;493,8;3112;3148,9;< 5;n.p.;111;112,3
Saint-Léonard;52;586;748,4;3025;3863,1;< 5;n.p.;61;77,9
Senneville;< 5;7;n.p.;16;* 1737,2;0;;0;
Sud-Ouest;18;211;270;2011;2573,2;0;;183;234,2
Verdun;9;148;213,8;1648;2380,5;0;;173;249,9
Ville-Marie;19;238;266,9;2326;2608,5;< 5;n.p.;90;100,9
Villeray–Saint-Michel–Parc-Extension;64;690;479,7;5000;3475,8;0;;137;95,2
Westmount;< 5;43;211,7;409;2013,6;< 5;n.p.;47;231,4
Territoire à confirmer;-1;104;;1178;;< 5;;46;
Total à Montréal;609;7910;382,9;60709;2939;73;3,5;3741;181,1
