group,1d,2d,pop 2021
0-4,220,52,341718
5-11,180172,147,737620
12-17,512670,469739,529446
18-29,1072089,999276,1216440
30-39,986309,934821,1118629
40-49,1005391,971275,1115327
50-59,1063971,1031237,1155183
60-69,1103998,1088941,1168854
70-79,748257,745876,783129
80 plus,398199,396756,425520
Total 5+,7071056,6638068,8250148
Total,7071276,6638120,8591866
