Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;43;333;248,1;9142;6809,9;7;n.p.;472;351,6
Anjou;6;108;252,4;3123;7297,4;< 5;n.p.;74;172,9
Baie D'urfé;< 5;7;n.p.;74;1935,7;0;;< 5;n.p.
Beaconsfield;0;21;* 108,7;395;2044,1;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;31;430;258,2;10462;6282,7;< 5;n.p.;351;210,8
Côte-Saint-Luc;6;103;317,4;2455;7566;0;;110;339
Dollard-des-Ormeaux;6;94;192,2;2349;4803,8;0;;119;243,4
Dorval;< 5;23;* 121,2;697;3672,3;0;;67;353
Hampstead;0;22;* 315,5;354;5076,7;0;;5;n.p.
Kirkland;< 5;42;208,4;605;3002,3;< 5;n.p.;33;* 163,8
Lachine;6;87;195,6;2621;5891,3;0;;169;379,9
LaSalle;22;174;226,4;4783;6223,6;< 5;n.p.;237;308,4
L'Île-Bizard–Sainte-Geneviève;< 5;31;* 168,4;902;4898,7;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;16;341;250,7;7790;5726,9;0;;440;323,5
Montréal Est;0;10;* 259,7;241;6259,7;0;;9;* 233,8
Montréal-Nord;19;222;263,6;8285;9835,7;< 5;n.p.;325;385,8
Montréal-Ouest;0;19;* 376,2;147;2910,9;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;1004;4951,7;0;;92;453,7
Outremont;< 5;42;175,3;1155;4821,7;< 5;n.p.;22;* 91,8
Pierrefonds–Roxboro;11;169;243,9;3580;5166,2;0;;79;114
Plateau Mont-Royal;12;122;117,3;3980;3826,9;< 5;n.p.;170;163,5
Pointe-Claire;< 5;37;117,9;929;2960,5;0;;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;16;260;243,6;8081;7570,5;< 5;n.p.;310;290,4
Rosemont–La Petite Patrie;17;202;144,7;6294;4508,9;< 5;n.p.;317;227,1
Sainte-Anne-de-Bellevue;0;< 5;n.p.;122;2460,7;0;;12;* 242
Saint-Laurent;28;359;363,3;6904;6985,9;< 5;n.p.;149;150,8
Saint-Léonard;28;261;333,3;6931;8851,3;< 5;n.p.;130;166
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;11;94;120,3;3348;4284;< 5;n.p.;203;259,8
Verdun;9;146;210,9;2839;4100,9;0;;192;277,3
Ville-Marie;10;124;139,1;4152;4656,3;0;;115;129
Villeray–Saint-Michel–Parc-Extension;32;343;238,4;9632;6695,7;0;;182;126,5
Westmount;< 5;32;* 157,5;657;3234,5;< 5;n.p.;58;285,5
Territoire à confirmer;< 5;35;;1752;;0;;25;
Total à Montréal;348;4328;209,5;115807;5606,3;29;*1,4;4618;223,6
