Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;11;298;222;11510;8573,9;6;n.p.;487;362,8
Anjou;-1;104;243;3815;8914,4;0;;78;182,3
Baie D'urfé;< 5;9;n.p.;107;2798,8;0;;< 5;n.p.
Beaconsfield;0;17;* 88;551;2851,4;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;6;187;112,3;12675;7611,7;< 5;n.p.;370;222,2
Côte-Saint-Luc;8;54;166,4;2996;9233,2;0;;119;366,7
Dollard-des-Ormeaux;< 5;53;108,4;3030;6196,4;0;;125;255,6
Dorval;< 5;17;* 89,6;880;4636,5;0;;68;358,3
Hampstead;< 5;10;* 143,4;447;6410,4;0;;6;n.p.
Kirkland;5;19;* 94,3;833;4133,8;0;;33;* 163,8
Lachine;< 5;73;164,1;3158;7098,4;0;;170;382,1
LaSalle;7;144;187,4;6116;7958;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;0;13;* 70,6;1140;6191,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;10;215;158,1;9606;7062;< 5;n.p.;450;330,8
Montréal Est;0;< 5;n.p.;300;7792,2;0;;9;* 233,8
Montréal-Nord;7;227;269,5;9903;11756,5;0;;336;398,9
Montréal-Ouest;< 5;26;* 514,9;232;4594,1;0;;< 5;n.p.
Mont-Royal;0;22;* 108,5;1190;5869;0;;93;458,7
Outremont;0;13;* 54,3;1325;5531,4;0;;29;* 121,1
Pierrefonds–Roxboro;8;90;129,9;4600;6638,1;0;;84;121,2
Plateau Mont-Royal;< 5;75;72,1;5172;4973,1;0;;172;165,4
Pointe-Claire;-1;23;* 73,3;1155;3680,7;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;15;261;244,5;9887;9262,4;< 5;n.p.;317;297
Rosemont–La Petite Patrie;< 5;188;134,7;7724;5533,3;0;;324;232,1
Sainte-Anne-de-Bellevue;0;6;n.p.;178;3590,2;< 5;n.p.;13;* 262,2
Saint-Laurent;8;212;214,5;9040;9147,2;< 5;n.p.;157;158,9
Saint-Léonard;6;230;293,7;8541;10907,3;< 5;n.p.;146;186,5
Senneville;0;< 5;n.p.;31;* 3365,9;0;;0;
Sud-Ouest;6;116;148,4;4447;5690,3;0;;206;263,6
Verdun;< 5;59;85,2;3396;4905,5;0;;198;286
Ville-Marie;7;86;96,4;5435;6095,1;0;;126;141,3
Villeray–Saint-Michel–Parc-Extension;12;243;168,9;12148;8444,7;< 5;n.p.;202;140,4
Westmount;< 5;25;* 123,1;814;4007,5;0;;57;280,6
Territoire à confirmer;-6;59;;2138;;0;;25;
Total à Montréal;130;3180;153,9;144520;6996,3;16;*0,8;4799;232,3
