date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,145,0,145,0,145,145,0.0069548031,0.0,0.0023355682,134.0,0.0,134.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,361,0,506,0,361,506,0.0252241367,0.0,0.0058129698,352.0,0.0,486.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,282,0,788,0,282,788,0.0398603642,0.0,0.007162409200000001,282.0,0.0,768.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,275,0,1063,0,275,1063,0.054133281,0.0,0.0080966365,275.0,0.0,1043.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,139,0,1202,0,139,1202,0.0613994932,0.0,0.0091346668,140.0,0.0,1183.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1282,0,80,1282,0.06555161450000001,0.0,0.0097055835,80.0,0.0,1263.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,79,0,1361,0,79,1361,0.0697037358,0.0,0.0103803032,80.0,0.0,1343.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,318,0,1679,0,318,1679,0.0856375011,0.0,0.014169113799999999,307.0,0.0,1650.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,570,0,2249,0,570,2249,0.11356051660000001,0.0,0.0233556821,538.0,0.0,2188.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,475,0,2724,0,475,2724,0.13753901699999999,0.0,0.0265216746,462.0,0.0,2650.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,197,0,2921,0,197,2921,0.1475560095,0.0,0.0281825231,193.0,0.0,2843.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2921,0,0,2921,0.147607911,0.0,0.0281825231,1.0,0.0,2844.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,225,0,3146,0,225,3146,0.1593376536,0.0,0.030362386800000002,226.0,0.0,3070.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,193,0,3339,0,193,3339,0.16945844920000003,0.0,0.0314523186,195.0,0.0,3265.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,591,0,3930,0,591,3930,0.20028794960000001,0.0,0.0365386671,594.0,0.0,3859.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,551,0,4481,0,551,4481,0.22956040449999998,0.0,0.0399122657,564.0,0.0,4423.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,572,0,5053,0,572,5053,0.2594556777,0.0,0.0444795991,576.0,0.0,4999.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5092,0,39,5092,0.2616355413,0.0,0.0446353036,42.0,0.0,5041.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,5,0,5097,0,5,5097,0.2620507535,0.0,0.044739106699999996,8.0,0.0,5049.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,10,0,5107,0,10,5107,0.26288117769999997,0.0,0.044739106699999996,16.0,0.0,5065.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,5120,0,13,5120,0.26397110949999997,0.0,0.044739106699999996,21.0,0.0,5086.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,572,1,5692,1,573,5693,0.2929321554,5.19015e-05,0.0545484931,558.0,1.0,5644.0,1.0,
2021-01-05,Région,RSS06,06 - Montréal,1904,0,7596,1,1904,7597,0.3899360885,5.19015e-05,0.0800840389,1869.0,0.0,7513.0,1.0,
2021-01-06,Région,RSS06,06 - Montréal,2720,2,10316,3,2722,10319,0.5281498251,0.000103803,0.11138065300000001,2663.0,1.0,10176.0,2.0,
2021-01-07,Région,RSS06,06 - Montréal,4091,0,14407,3,4091,14410,0.7332646156999999,0.0001557045,0.1667076689,3952.0,1.0,14128.0,3.0,
2021-01-08,Région,RSS06,06 - Montréal,3775,1,18182,4,3776,18186,0.9247293076,0.0003114091,0.21502798010000002,3689.0,3.0,17817.0,6.0,
2021-01-09,Région,RSS06,06 - Montréal,2034,0,20216,4,2034,20220,1.0283247333,0.0003114091,0.2363076016,1996.0,0.0,19813.0,6.0,
2021-01-10,Région,RSS06,06 - Montréal,1418,1,21634,5,1419,21639,1.1016096736,0.0004152121,0.2503210109,1412.0,2.0,21225.0,8.0,
