date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,311,311,0,,0,0,0,0,8705108,
2020-12-15,Région,RSS99,Ensemble du Québec,1189,0,0,0,1500,0,0,0,1189,1500,0,,0,0,0,0,8705108,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2471,0,0,0,971,2471,0,,0,0,0,0,8705108,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3385,0,0,0,914,3385,0,,0,0,0,0,8705108,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4127,0,0,0,742,4127,0,,0,0,0,0,8705108,739
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4845,0,0,0,718,4845,0,,0,0,0,0,8705108,859
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4959,0,0,0,114,4959,0,,0,0,0,0,8705108,1258
2020-12-21,Région,RSS99,Ensemble du Québec,522,0,0,0,5481,0,0,0,522,5481,0,,0,0,0,0,8705108,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7511,0,0,0,2030,7511,0,,0,0,0,0,8705108,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3766,0,0,0,11277,0,0,0,3766,11277,0,,0,0,0,0,8705108,1798
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14301,0,0,0,3024,14301,0,,0,0,0,0,8705108,2108
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14301,0,0,0,0,14301,0,,0,0,0,0,8705108,2395
2020-12-26,Région,RSS99,Ensemble du Québec,3129,0,0,0,17430,0,0,0,3129,17430,0,,0,0,0,0,8705108,2443
2020-12-27,Région,RSS99,Ensemble du Québec,2283,0,0,0,19713,0,0,0,2283,19713,0,,0,0,0,0,8705108,2343
2020-12-28,Région,RSS99,Ensemble du Québec,2533,0,0,0,22246,0,0,0,2533,22246,0,,0,0,0,0,8705108,1960
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,0,0,24610,0,0,0,2364,24610,0,,0,0,0,0,8705108,1961
2020-12-30,Région,RSS99,Ensemble du Québec,3066,0,0,0,27676,0,0,0,3066,27676,0,,0,0,0,0,8705108,1605
2020-12-31,Région,RSS99,Ensemble du Québec,345,0,0,0,28021,0,0,0,345,28021,0,,0,0,0,0,8705108,1499
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,0,28030,0,0,0,9,28030,0,,0,0,0,0,8705108,1537
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,0,28665,0,0,0,635,28665,0.0000114875,,0,1,0,0,8705108,2056
2021-01-03,Région,RSS99,Ensemble du Québec,1542,0,0,0,30207,0,0,0,1542,30207,0.0000114875,,0,1,0,0,8705108,3158
2021-01-04,Région,RSS99,Ensemble du Québec,2782,17,0,0,32989,17,0,0,2799,33006,0.0000114875,,0,1,0,0,8705108,5076
2021-01-05,Région,RSS99,Ensemble du Québec,5978,15,0,0,38967,32,0,0,5993,38999,0.000022975,,0,2,0,0,8705108,6993
2021-01-06,Région,RSS99,Ensemble du Québec,10764,18,0,0,49731,50,0,0,10782,49781,0.0000804126,,0,7,0,0,8705108,8157
2021-01-07,Région,RSS99,Ensemble du Québec,13768,7,0,0,63499,57,0,0,13775,63556,0.0001378501,,0,12,0,0,8705108,8949
2021-01-08,Région,RSS99,Ensemble du Québec,13401,22,0,0,76900,79,0,0,13423,76979,0.0002297502,,0,20,0,0,8705108,9603
2021-01-09,Région,RSS99,Ensemble du Québec,8782,1,0,0,85682,80,0,0,8783,85762,0.0002297502,,0,20,0,0,8705108,9887
2021-01-10,Région,RSS99,Ensemble du Québec,7083,2,0,0,92765,82,0,0,7085,92847,0.0002412377,,0,21,0,0,8705108,9658
2021-01-11,Région,RSS99,Ensemble du Québec,7379,3,0,0,100144,85,0,0,7382,100229,0.0002527252,,0,22,0,0,8705108,9384
2021-01-12,Région,RSS99,Ensemble du Québec,7978,4,0,0,108122,89,0,0,7982,108211,0.0002527252,,0,22,0,0,8705108,9067
2021-01-13,Région,RSS99,Ensemble du Québec,9172,5,0,0,117294,94,0,0,9177,117388,0.0003101627,,0,27,0,0,8705108,9020
2021-01-14,Région,RSS99,Ensemble du Québec,11855,2,0,0,129149,96,0,0,11857,129245,0.0003101627,,0,27,0,0,8705108,9028
2021-01-15,Région,RSS99,Ensemble du Québec,11196,8,0,0,140345,104,0,0,11204,140449,0.0003790878,,0,33,0,0,8705108,9495
2021-01-16,Région,RSS99,Ensemble du Québec,8446,5,0,0,148791,109,0,0,8451,148900,0.0005169379,,0,45,0,0,8705108,9834
2021-01-17,Région,RSS99,Ensemble du Québec,7139,1,0,0,155930,110,0,0,7140,156040,0.0005169379,,0,45,0,0,8705108,10163
2021-01-18,Région,RSS99,Ensemble du Québec,10640,12,0,0,166570,122,0,0,10652,166692,0.0005514004,,0,48,0,0,8705108,10439
2021-01-19,Région,RSS99,Ensemble du Québec,10353,3,0,0,176923,125,0,0,10356,177048,0.0005743754,,0,50,0,0,8705108,10542
2021-01-20,Région,RSS99,Ensemble du Québec,11477,3,0,0,188400,128,0,0,11480,188528,0.0005858629,,0,51,0,0,8705108,10550
2021-01-21,Région,RSS99,Ensemble du Québec,13776,13,0,0,202176,141,0,0,13789,202317,0.0007122255,,0,62,0,0,8705108,9828
2021-01-22,Région,RSS99,Ensemble du Québec,11921,6,0,0,214097,147,0,0,11927,214244,0.0008271006,,0,72,0,0,8705108,8948
2021-01-23,Région,RSS99,Ensemble du Québec,8502,4,0,0,222599,151,0,0,8506,222750,0.0008385881,,0,73,0,0,8705108,8059
