group,1d,2d,3d,pop 2021
0-4,20730,4693,13,428991
5-11,438268,333565,10595,650347
12-17,532316,509446,106898,529446
18-29,1115760,1057263,443566,1216440
30-39,1023537,983952,510922,1118629
40-49,1029146,1005080,648986,1115327
50-59,1081748,1056459,798370,1155183
60-69,1117625,1105938,997339,1168854
70-79,755204,753966,723602,783129
80 plus,401113,401600,390589,425520
Total 5+,7494717,7207269,4630867,8162875
Total,7515447,7211962,4630880,8591866
