group,1d,2d,3d,pop 2021
0-4,22459,6393,13,428991
5-11,438691,334400,13728,650347
12-17,532391,509568,109057,529446
18-29,1116145,1057573,444904,1216440
30-39,1023974,984294,512490,1118629
40-49,1029423,1005273,650552,1115327
50-59,1081918,1056600,799946,1155183
60-69,1117852,1106093,998848,1168854
70-79,755345,754049,724492,783129
80 plus,401176,401641,390957,425520
Total 5+,7496915,7209491,4644974,8162875
Total,7519374,7215884,4644987,8591866
