Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;20;195;145,3;3423;2549,8;0;;372;277,1
Anjou;7;75;175,3;1077;2516,6;0;;50;116,8
Baie D'urfé;< 5;< 5;n.p.;41;1072,5;0;;< 5;n.p.
Beaconsfield;< 5;19;* 98,3;125;646,9;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;35;320;192,2;3840;2306;< 5;n.p.;275;165,1
Côte-Saint-Luc;9;141;434,5;1036;3192,8;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;14;99;202,5;806;1648,3;< 5;n.p.;92;188,1
Dorval;< 5;13;* 68,5;322;1696,5;0;;61;321,4
Hampstead;-1;7;n.p.;123;1763,9;0;;< 5;n.p.
Kirkland;< 5;24;* 119,1;223;1106,6;0;;27;* 134
Lachine;7;124;278,7;983;2209,5;0;;108;242,8
LaSalle;22;240;312,3;1908;2482,7;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;< 5;11;* 59,7;289;1569,5;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;34;226;166,1;3481;2559,1;0;;389;286
Montréal Est;< 5;9;* 233,8;72;1870,1;0;;< 5;n.p.
Montréal-Nord;22;183;217,3;3632;4311,8;< 5;n.p.;254;301,5
Montréal-Ouest;0;8;n.p.;49;970,3;0;;< 5;n.p.
Mont-Royal;6;31;* 152,9;490;2416,7;0;;90;443,9
Outremont;7;27;* 112,7;582;2429,7;0;;11;* 45,9
Pierrefonds–Roxboro;6;99;142,9;1001;1444,5;< 5;n.p.;40;57,7
Plateau Mont-Royal;6;79;76;1736;1669,2;0;;129;124
Pointe-Claire;< 5;22;* 70,1;307;978,3;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;19;203;190,2;3113;2916,4;< 5;n.p.;256;239,8
Rosemont–La Petite Patrie;13;232;166,2;2718;1947,1;< 5;n.p.;244;174,8
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;26;* 524,4;0;;< 5;n.p.
Saint-Laurent;19;238;240,8;2104;2129;0;;105;106,2
Saint-Léonard;10;164;209,4;1949;2489;0;;52;66,4
Senneville;0;< 5;n.p.;8;n.p.;0;;0;
Sud-Ouest;8;110;140,8;1570;2008,9;< 5;n.p.;183;234,2
Verdun;< 5;72;104;1362;1967,4;< 5;n.p.;168;242,7
Ville-Marie;10;122;136,8;1890;2119,5;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;21;322;223,8;3719;2585,3;< 5;n.p.;136;94,5
Westmount;< 5;11;* 54,2;285;1403,1;< 5;n.p.;38;187,1
Territoire à confirmer;< 5;77;;997;;< 5;;38;
Total à Montréal;318;3513;170,1;45287;2192,4;28;*1,4;3553;172
