group,1d,2d,3d,pop 2021
0-4,21521,5512,13,428991
5-11,438464,333965,12100,650347
12-17,532347,509500,107896,529446
18-29,1115911,1057383,444113,1216440
30-39,1023709,984092,511554,1118629
40-49,1029251,1005156,649652,1115327
50-59,1081807,1056507,798998,1155183
60-69,1117695,1105991,997904,1168854
70-79,755257,753990,723978,783129
80 plus,401137,401618,390728,425520
Total 5+,7495578,7208202,4636923,8162875
Total,7517099,7213714,4636936,8591866
