group,1d,2d,3d,pop 2021
0-4,244,53,9,428991
5-11,432065,323312,344,650347
12-17,531110,506082,86672,529446
18-29,1112136,1052858,424547,1216440
30-39,1020071,980165,492458,1118629
40-49,1026937,1002239,631177,1115327
50-59,1080042,1054512,782474,1155183
60-69,1115488,1104376,984078,1168854
70-79,753910,753028,715780,783129
80 plus,400633,401075,386157,425520
Total 5+,7472392,7177647,4503687,8162875
Total,7472636,7177700,4503696,8591866
