Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d.;431;321,1;4152;3092,9;< 5;n.p.;375;279,3
Anjou;n.d.;128;299,1;1278;2986,3;0;;49;114,5
Baie D'urfé;n.d.;< 5;n.p.;45;1177,1;0;;< 5;n.p.
Beaconsfield;n.d.;26;* 134,5;156;807,3;< 5;n.p.;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d.;505;303,3;4641;2787,1;5;n.p.;287;172,4
Côte-Saint-Luc;n.d.;97;298,9;1255;3867,7;12;*37;82;252,7
Dollard-des-Ormeaux;n.d.;105;214,7;970;1983,7;5;n.p.;99;202,5
Dorval;n.d.;39;205,5;363;1912,5;0;;61;321,4
Hampstead;n.d.;15;* 215,1;158;2265,9;0;;< 5;n.p.
Kirkland;n.d.;44;218,4;284;1409,4;< 5;n.p.;27;* 134
Lachine;n.d.;146;328,2;1238;2782,7;< 5;n.p.;114;256,2
LaSalle;n.d.;272;353,9;2401;3124,1;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;n.d.;44;239;336;1824,8;< 5;n.p.;53;287,8
Mercier–Hochelaga-Maisonneuve;n.d.;285;209,5;3944;2899,5;0;;388;285,2
Montréal Est;n.d.;10;* 259,7;88;2285,7;0;;< 5;n.p.
Montréal-Nord;n.d.;345;409,6;4159;4937,4;0;;254;301,5
Montréal-Ouest;n.d.;< 5;n.p.;62;1227,7;0;;< 5;n.p.
Mont-Royal;n.d.;61;300,8;591;2914,8;< 5;n.p.;91;448,8
Outremont;n.d.;32;* 133,6;639;2667,6;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;n.d.;246;355;1325;1912,1;< 5;n.p.;44;63,5
Plateau Mont-Royal;n.d.;130;125;1967;1891,3;0;;132;126,9
Pointe-Claire;n.d.;53;168,9;384;1223,7;< 5;n.p.;34;* 108,3
Rivière-des-Prairies–Pointe-aux-Trembles;n.d.;370;346,6;3696;3462,5;< 5;n.p.;258;241,7
Rosemont–La Petite Patrie;n.d.;324;232,1;3248;2326,8;< 5;n.p.;251;179,8
Sainte-Anne-de-Bellevue;n.d.;27;* 544,6;55;1109,3;0;;< 5;n.p.
Saint-Laurent;n.d.;378;382,5;2707;2739,1;< 5;n.p.;109;110,3
Saint-Léonard;n.d.;448;572,1;2559;3268;5;n.p.;57;72,8
Senneville;n.d.;< 5;n.p.;9;n.p.;0;;0;
Sud-Ouest;n.d.;152;194,5;1842;2357;0;;183;234,2
Verdun;n.d.;91;131,4;1527;2205,7;< 5;n.p.;173;249,9
Ville-Marie;n.d.;132;148;2112;2368,5;< 5;n.p.;88;98,7
Villeray–Saint-Michel–Parc-Extension;n.d.;443;308;4427;3077,4;0;;137;95,2
Westmount;n.d.;66;324,9;373;1836,4;< 5;n.p.;43;211,7
Territoire à confirmer;n.d.;93;;1299;;< 5;;44;
Total à Montréal;472;5545;268,4;54290;2628,2;53;2,6;3654;176,9
