group,1d,2d,3d,pop 2021
0-4,250,54,8,428991
5-11,427229,305988,211,650347
12-17,529046,501433,58662,529446
18-29,1108988,1047681,399793,1216440
30-39,1017023,975353,470633,1118629
40-49,1024831,998830,608164,1115327
50-59,1078597,1052016,761792,1155183
60-69,1114301,1102657,962335,1168854
70-79,753138,752007,700310,783129
80 plus,400234,400185,374681,425520
Total 5+,7453387,7136150,4336581,8162875
Total,7453637,7136204,4336589,8591866
