date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,148,0,0,0,148,0,0,0,148,148,0.0058270422,0.0,0.0020267973,115.0,0.0,115.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,382,0,0,0,530,0,0,0,382,530,0.0239162081,0.0,0.0048643135,357.0,0.0,472.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,319,0,0,0,849,0,0,0,319,849,0.0403839362,0.0,0.0062324017,325.0,0.0,797.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,297,0,0,0,1146,0,0,0,297,1146,0.0558889356,0.0,0.0070937906,306.0,0.0,1103.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,145,0,0,0,1291,0,0,0,145,1291,0.0641481346,0.0,0.0081578591,163.0,0.0,1266.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,83,0,0,0,1374,0,0,0,83,1374,0.0687084285,0.0,0.0087658983,90.0,0.0,1356.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,79,0,0,0,1453,0,0,0,79,1453,0.0732180525,0.0,0.0093739375,89.0,0.0,1445.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,321,0,0,0,1774,0,0,0,321,1774,0.0886723819,0.0,0.0126168132,305.0,0.0,1750.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,582,0,0,0,2356,0,0,0,582,2356,0.1128926096,0.0,0.0200146233,478.0,0.0,2228.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,0,0,2832,0,0,0,476,2832,0.1358460891,0.0,0.0226494598,453.0,0.0,2681.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,181,0,0,0,3013,0,0,0,181,3013,0.1449666769,0.0,0.0239668781,180.0,0.0,2861.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,0,3013,0,0,0,0,3013,0.1455747161,0.0,0.0239668781,12.0,0.0,2873.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,221,0,0,0,3234,0,0,0,221,3234,0.1571274607,0.0,0.0260443453,228.0,0.0,3101.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,198,0,0,0,3432,0,0,0,198,3432,0.168173506,0.0,0.0271084139,218.0,0.0,3319.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,587,0,0,0,4019,0,0,0,587,4019,0.1996395341,0.0,0.0318207176,621.0,0.0,3940.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,559,0,0,0,4578,0,0,0,559,4578,0.2305988629,0.0,0.0351142632,611.0,0.0,4551.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,564,0,0,0,5142,0,0,0,564,5142,0.2613555119,0.0,0.0396238872,607.0,0.0,5158.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,34,0,0,0,5176,0,0,0,34,5176,0.2643957079,0.0,0.039775897,60.0,0.0,5218.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,0,5182,0,0,0,6,5182,0.2660678156,0.0,0.0398772369,33.0,0.0,5251.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,16,0,0,0,5198,0,0,0,16,5198,0.2679426031,0.0,0.0399279068,37.0,0.0,5288.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,0,0,5211,0,0,0,13,5211,0.2702227501,0.0,0.0399279068,45.0,0.0,5333.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,572,5,0,0,5783,5,0,0,577,5788,0.2981418829,0.0002533497,0.0479844261,551.0,5.0,5884.0,5.0,
2021-01-05,Région,RSS06,06 - Montréal,1884,6,0,0,7667,11,0,0,1890,7678,0.3872702942,0.0007093791,0.0703298663,1759.0,9.0,7643.0,14.0,
2021-01-06,Région,RSS06,06 - Montréal,2744,7,0,0,10411,18,0,0,2751,10429,0.5153132137,0.0013680882,0.0973876103,2527.0,13.0,10170.0,27.0,
2021-01-07,Région,RSS06,06 - Montréal,4122,0,0,0,14533,18,0,0,4122,14551,0.6973702812,0.0017227777,0.1444093077,3593.0,7.0,13763.0,34.0,
2021-01-08,Région,RSS06,06 - Montréal,3772,4,0,0,18305,22,0,0,3776,18327,0.8710668098,0.0024321568,0.1840331949,3428.0,14.0,17191.0,48.0,
2021-01-09,Région,RSS06,06 - Montréal,2025,0,0,0,20330,22,0,0,2025,20352,0.9677450411,0.0028375162,0.2021223608,1908.0,8.0,19099.0,56.0,
2021-01-10,Région,RSS06,06 - Montréal,1403,1,0,0,21733,23,0,0,1404,21756,1.0378215577,0.003040196,0.2140804649,1383.0,4.0,20482.0,60.0,
2021-01-11,Région,RSS06,06 - Montréal,1608,2,0,0,23341,25,0,0,1610,23366,1.1180320609,0.003749575,0.2286734054,1583.0,14.0,22065.0,74.0,
2021-01-12,Région,RSS06,06 - Montréal,1106,2,0,0,24447,27,0,0,1108,24474,1.17873464,0.0043069443,0.2341457581,1198.0,11.0,23263.0,85.0,
2021-01-13,Région,RSS06,06 - Montréal,1313,0,0,0,25760,27,0,0,1313,25787,1.2503312547,0.0049149835,0.2393647612,1413.0,12.0,24676.0,97.0,
2021-01-14,Région,RSS06,06 - Montréal,1903,1,0,0,27663,28,0,0,1904,27691,1.3509110707,0.0055736926,0.2506641561,1985.0,13.0,26661.0,110.0,
2021-01-15,Région,RSS06,06 - Montréal,1774,1,0,0,29437,29,0,0,1775,29466,1.4453598249,0.0063337416,0.2580112964,1864.0,15.0,28525.0,125.0,
2021-01-16,Région,RSS06,06 - Montréal,1126,3,0,0,30563,32,0,0,1129,30595,1.5036302473,0.0068404409,0.2640410183,1150.0,10.0,29675.0,135.0,
2021-01-17,Région,RSS06,06 - Montréal,944,1,0,0,31507,33,0,0,945,31540,1.5513613237,0.0073978101,0.2699694004,942.0,11.0,30617.0,146.0,
2021-01-18,Région,RSS06,06 - Montréal,1082,7,0,0,32589,40,0,0,1089,32629,1.6072502593,0.0091205879,0.2803060667,1103.0,34.0,31720.0,180.0,
2021-01-19,Région,RSS06,06 - Montréal,1320,1,0,0,33909,41,0,0,1321,33950,1.6770227564,0.010488676,0.2881092363,1377.0,27.0,33097.0,207.0,
2021-01-20,Région,RSS06,06 - Montréal,1581,1,0,0,35490,42,0,0,1582,35532,1.7624015927,0.0114007348,0.2947976674,1685.0,18.0,34782.0,225.0,
2021-01-21,Région,RSS06,06 - Montréal,1951,5,0,0,37441,47,0,0,1956,37488,1.8661736144,0.012768823,0.3038675853,2048.0,27.0,36830.0,252.0,
2021-01-22,Région,RSS06,06 - Montréal,2197,4,0,0,39638,51,0,0,2201,39689,1.9820050802,0.0135795419,0.3119241045,2286.0,16.0,39116.0,268.0,
2021-01-23,Région,RSS06,06 - Montréal,1252,4,0,0,40890,55,0,0,1256,40945,2.0485347016,0.0141875811,0.3157243495,1313.0,12.0,40429.0,280.0,
2021-01-24,Région,RSS06,06 - Montréal,392,2,0,0,41282,57,0,0,394,41339,2.0703734425,0.01504897,0.3177511468,431.0,17.0,40860.0,297.0,
2021-01-25,Région,RSS06,06 - Montréal,623,4,0,0,41905,61,0,0,627,41966,2.1065517743,0.0169237575,0.3210446924,714.0,37.0,41574.0,334.0,
2021-01-26,Région,RSS06,06 - Montréal,775,27,0,0,42680,88,0,0,802,42768,2.150330596,0.021788071,0.3281891529,864.0,96.0,42438.0,430.0,
2021-01-27,Région,RSS06,06 - Montréal,702,11,0,0,43382,99,0,0,713,43481,2.1899038133,0.0259936754,0.3339148553,781.0,83.0,43219.0,513.0,
2021-01-28,Région,RSS06,06 - Montréal,858,33,0,0,44240,132,0,0,891,44372,2.2369761806,0.0309593288,0.3420727144,929.0,98.0,44148.0,611.0,
2021-01-29,Région,RSS06,06 - Montréal,209,19,0,0,44449,151,0,0,228,44600,2.2497956735,0.0346075639,0.3470890377,253.0,72.0,44401.0,683.0,
2021-01-30,Région,RSS06,06 - Montréal,31,34,0,0,44480,185,0,0,65,44665,2.2526838597,0.0385598186,0.3509399526,57.0,78.0,44458.0,761.0,
2021-01-31,Région,RSS06,06 - Montréal,9,16,0,0,44489,201,0,0,25,44690,2.2553693661,0.0414480048,0.353625459,53.0,57.0,44511.0,818.0,
2021-02-01,Région,RSS06,06 - Montréal,21,28,0,0,44510,229,0,0,49,44739,2.2593216208,0.0452989197,0.3572736941,78.0,76.0,44589.0,894.0,
2021-02-02,Région,RSS06,06 - Montréal,75,63,0,0,44585,292,0,0,138,44877,2.2663647414,0.0532540991,0.3654822232,139.0,157.0,44728.0,1051.0,
2021-02-03,Région,RSS06,06 - Montréal,2222,49,0,0,46807,341,0,0,2271,47148,2.3765718446,0.0584224322,0.3800244938,2175.0,102.0,46903.0,1153.0,
2021-02-04,Région,RSS06,06 - Montréal,3409,22,0,0,50216,363,0,0,3431,50579,2.5480388963,0.0634387555,0.3958841827,3384.0,99.0,50287.0,1252.0,
2021-02-05,Région,RSS06,06 - Montréal,3466,36,0,0,53682,399,0,0,3502,54081,2.7206206864,0.0680497194,0.409159705,3406.0,91.0,53693.0,1343.0,
2021-02-06,Région,RSS06,06 - Montréal,1491,14,0,0,55173,413,0,0,1505,55586,2.7971829544,0.070583216,0.4172162243,1511.0,50.0,55204.0,1393.0,
2021-02-07,Région,RSS06,06 - Montréal,449,3,0,0,55622,416,0,0,452,56038,2.8233286396,0.0718499643,0.4191923517,516.0,25.0,55720.0,1418.0,
2021-02-08,Région,RSS06,06 - Montréal,1155,28,0,0,56777,444,0,0,1183,57221,2.8820044215,0.0764102582,0.4263368122,1158.0,90.0,56878.0,1508.0,
2021-02-09,Région,RSS06,06 - Montréal,537,19,0,0,57314,463,0,0,556,57777,2.9113929823,0.081831941,0.4322651943,580.0,107.0,57458.0,1615.0,
2021-02-10,Région,RSS06,06 - Montréal,1159,27,0,0,58473,490,0,0,1186,58963,2.9703727838,0.0884190322,0.4408790828,1164.0,130.0,58622.0,1745.0,
2021-02-11,Région,RSS06,06 - Montréal,1814,28,0,0,60287,518,0,0,1842,60805,3.0593998552,0.0955128228,0.4519251281,1757.0,140.0,60379.0,1885.0,
2021-02-12,Région,RSS06,06 - Montréal,1850,23,0,0,62137,541,0,0,1873,62678,3.151923152,0.0993637377,0.4629205034,1826.0,76.0,62205.0,1961.0,
2021-02-13,Région,RSS06,06 - Montréal,72,8,0,0,62209,549,0,0,80,62758,3.1574968445,0.101339865,0.4652006504,110.0,39.0,62315.0,2000.0,
2021-02-14,Région,RSS06,06 - Montréal,52,6,0,0,62261,555,0,0,58,62816,3.1624624979,0.1031639826,0.4669234281,98.0,36.0,62413.0,2036.0,
2021-02-15,Région,RSS06,06 - Montréal,840,15,0,0,63101,570,0,0,855,63671,3.2065453392,0.1074709269,0.4740678886,870.0,85.0,63283.0,2121.0,
2021-02-16,Région,RSS06,06 - Montréal,168,27,0,0,63269,597,0,0,195,63866,3.2192128223,0.111879211,0.4787295224,250.0,87.0,63533.0,2208.0,
2021-02-17,Région,RSS06,06 - Montréal,409,12,0,0,63678,609,0,0,421,64287,3.2438384095,0.1160341455,0.483492496,486.0,82.0,64019.0,2290.0,
2021-02-18,Région,RSS06,06 - Montréal,2436,23,0,0,66114,632,0,0,2459,66746,3.3650408881,0.120898459,0.4977307471,2392.0,96.0,66411.0,2386.0,
2021-02-19,Région,RSS06,06 - Montréal,3921,10,0,0,70035,642,0,0,3931,70677,3.5591573996,0.1257121026,0.5168333116,3831.0,95.0,70242.0,2481.0,
2021-02-20,Région,RSS06,06 - Montréal,2559,5,0,0,72594,647,0,0,2564,73241,3.6855788812,0.1280935894,0.527068638,2495.0,47.0,72737.0,2528.0,
2021-02-21,Région,RSS06,06 - Montréal,1949,8,0,0,74543,655,0,0,1957,75198,3.7805343347,0.1305257462,0.533858409,1874.0,48.0,74611.0,2576.0,
2021-02-22,Région,RSS06,06 - Montréal,2190,25,0,0,76733,680,0,0,2215,77413,3.8893733497,0.1360487688,0.5456645032,2148.0,109.0,76759.0,2685.0,
2021-02-23,Région,RSS06,06 - Montréal,1608,24,0,0,78341,704,0,0,1632,79045,3.9681144249,0.1408624124,0.5554944701,1554.0,95.0,78313.0,2780.0,
2021-02-24,Région,RSS06,06 - Montréal,1913,15,0,0,80254,719,0,0,1928,80973,4.0654513652,0.1448146671,0.5654764468,1921.0,78.0,80234.0,2858.0,
2021-02-25,Région,RSS06,06 - Montréal,3656,17,0,0,83910,736,0,0,3673,84646,4.2470524034,0.1494763009,0.5790559888,3584.0,92.0,83818.0,2950.0,
2021-02-26,Région,RSS06,06 - Montréal,4648,18,0,0,88558,754,0,0,4666,89312,4.4769925571,0.1524658269,0.5941556286,4538.0,59.0,88356.0,3009.0,
2021-02-27,Région,RSS06,06 - Montréal,3497,18,0,0,92055,772,0,0,3515,92827,4.6503343962,0.1552020033,0.6015027689,3421.0,54.0,91777.0,3063.0,
2021-02-28,Région,RSS06,06 - Montréal,2290,5,0,0,94345,777,0,0,2295,95122,4.7655578228,0.1571274607,0.6068737817,2274.0,38.0,94051.0,3101.0,
2021-03-01,Région,RSS06,06 - Montréal,11005,17,0,0,105350,794,0,0,11022,106144,5.3073714111,0.1601169867,0.6180211669,10693.0,59.0,104744.0,3160.0,
2021-03-02,Région,RSS06,06 - Montréal,10913,25,0,0,116263,819,0,0,10938,117082,5.8478675812,0.1651333101,0.6323607578,10667.0,99.0,115411.0,3259.0,
2021-03-03,Région,RSS06,06 - Montréal,11003,19,0,0,127266,838,0,0,11022,128104,6.3962682608,0.1692375746,0.6435081429,10823.0,81.0,126234.0,3340.0,
2021-03-04,Région,RSS06,06 - Montréal,11396,15,0,0,138662,853,0,0,11411,139515,6.9642275343,0.1725311202,0.6585571129,11209.0,65.0,137443.0,3405.0,
2021-03-05,Région,RSS06,06 - Montréal,10675,19,0,0,149337,872,0,0,10694,150209,7.5030009268,0.1765847148,0.6716299555,10633.0,80.0,148076.0,3485.0,
2021-03-06,Région,RSS06,06 - Montréal,9051,10,0,0,158388,882,0,0,9061,159270,7.9579662508,0.1789155317,0.6818652818,8979.0,46.0,157055.0,3531.0,
