group,1d,2d,3d,pop 2021
0-4,249,55,8,428991
5-11,433286,326320,406,650347
12-17,531413,507581,92181,529446
18-29,1112870,1054144,430671,1216440
30-39,1020845,981301,497690,1118629
40-49,1027480,1003187,636758,1115327
50-59,1080453,1055105,786854,1155183
60-69,1115997,1104755,987066,1168854
70-79,754206,753234,717483,783129
80 plus,400710,401169,386818,425520
Total 5+,7477260,7186796,4535927,8162875
Total,7477509,7186851,4535935,8591866
