Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3799,      2366,       62.3,       761,       20.0,       672,       17.7,        51,n.d.,n.d.,n.d.,n.d.,        44,       86.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10727,      5568,       51.9,      2418,       22.5,      2741,       25.6,       268,        13,        4.9,        21,        7.8,       234,       87.3
Région,RSS03,03 - Capitale-Nationale,     30923,     17893,       57.9,      6106,       19.7,      6924,       22.4,      1103,        32,        2.9,        99,        9.0,       972,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14531,      8318,       57.2,      2855,       19.6,      3358,       23.1,       521,        16,        3.1,        29,        5.6,       476,       91.4
Région,RSS05,05 - Estrie,     14092,      8287,       58.8,      2757,       19.6,      3048,       21.6,       347,        11,        3.2,        30,        8.6,       306,       88.2
Région,RSS06,06 - Montréal,    114822,     66385,       57.8,     21097,       18.4,     27340,       23.8,      4667,       149,        3.2,       270,        5.8,      4248,       91.0
Région,RSS07,07 - Outaouais,     11012,      6996,       63.5,      1885,       17.1,      2131,       19.4,       210,         6,        2.9,        19,        9.0,       185,       88.1
Région,RSS08,08 - Abitibi-Témiscamingue,      1099,       656,       59.7,       252,       22.9,       191,       17.4,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       541,       359,       66.4,       100,       18.5,        82,       15.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1993,      1032,       51.8,       412,       20.7,       549,       27.5,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     18679,     11353,       60.8,      3650,       19.5,      3676,       19.7,       356,        10,        2.8,        33,        9.3,       313,       87.9
Région,RSS13,13 - Laval,     29762,     18191,       61.1,      5989,       20.1,      5582,       18.8,       901,        16,        1.8,        63,        7.0,       822,       91.2
Région,RSS14,14 - Lanaudière,     23137,     13844,       59.8,      4772,       20.6,      4521,       19.5,       512,        21,        4.1,        31,        6.1,       460,       89.8
Région,RSS15,15 - Laurentides,     20175,     12125,       60.1,      4001,       19.8,      4049,       20.1,       502,        25,        5.0,        37,        7.4,       440,       87.6
Région,RSS16,16 - Montérégie,     48275,     27823,       57.6,      9659,       20.0,     10793,       22.4,      1540,        51,        3.3,       103,        6.7,      1386,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    343856,    201367,       58.6,     66760,       19.4,     75729,       22.0,     11039,       356,        3.2,       748,        6.8,      9935,       90.0
Groupe d'âge,0_9,Moins de 10 ans,     28587,     24360,       85.2,      3449,       12.1,       778,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43428,     35932,       82.7,      6271,       14.4,      1225,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48706,     39289,       80.7,      7073,       14.5,      2344,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46869,     32714,       69.8,      9863,       21.0,      4292,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51896,     32553,       62.7,     12427,       23.9,      6916,       13.3,        46,        13,       28.3,        10,       21.7,        23,       50.0
Groupe d'âge,50_59,50-59 ans,     46915,     23488,       50.1,     13381,       28.5,     10046,       21.4,       202,        34,       16.8,        31,       15.3,       137,       67.8
Groupe d'âge,60_69,60-69 ans,     28910,      9697,       33.5,      8126,       28.1,     11087,       38.4,       701,        63,        9.0,        82,       11.7,       556,       79.3
Groupe d'âge,70_79,70-79 ans,     18311,      2291,       12.5,      3505,       19.1,     12515,       68.3,      2152,        78,        3.6,       195,        9.1,      1879,       87.3
Groupe d'âge,80_89,80-89 ans,     19013,       760,        4.0,      1899,       10.0,     16354,       86.0,      4330,        82,        1.9,       260,        6.0,      3988,       92.1
Groupe d'âge,90_,90 ans et plus,     11221,       283,        2.5,       766,        6.8,     10172,       90.7,      3581,        78,        2.2,       167,        4.7,      3336,       93.2
