Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;46;511;380,6;4334;3228,4;< 5;n.p.;376;280,1
Anjou;12;142;331,8;1327;3100,8;0;;49;114,5
Baie D'urfé;< 5;< 5;n.p.;46;1203,2;0;;< 5;n.p.
Beaconsfield;5;31;* 160,4;168;869,4;< 5;n.p.;10;* 51,7
Côte-des-Neiges–Notre-Dame-de-Grâce;55;637;382,5;4881;2931,2;9;n.p.;293;176
Côte-Saint-Luc;9;101;311,3;1289;3972,5;13;*40,1;87;268,1
Dollard-des-Ormeaux;13;137;280,2;1026;2098,2;< 5;n.p.;100;204,5
Dorval;5;49;258,2;382;2012,6;< 5;n.p.;64;337,2
Hampstead;< 5;13;* 186,4;163;2337,6;0;;< 5;n.p.
Kirkland;6;39;193,5;297;1473,9;< 5;n.p.;28;* 139
Lachine;7;159;357,4;1295;2910,8;< 5;n.p.;116;260,7
LaSalle;12;268;348,7;2477;3223;< 5;n.p.;187;243,3
L'Île-Bizard–Sainte-Geneviève;6;55;298,7;357;1938,8;< 5;n.p.;53;287,8
Mercier–Hochelaga-Maisonneuve;21;339;249,2;4074;2995,1;0;;388;285,2
Montréal Est;0;10;* 259,7;91;2363,6;0;;< 5;n.p.
Montréal-Nord;29;452;536,6;4343;5155,9;0;;254;301,5
Montréal-Ouest;0;6;n.p.;65;1287,1;0;;< 5;n.p.
Mont-Royal;< 5;56;276,2;603;2974;0;;91;448,8
Outremont;< 5;31;* 129,4;648;2705,2;0;;13;* 54,3
Pierrefonds–Roxboro;22;294;424,3;1434;2069,4;12;*17,3;53;76,5
Plateau Mont-Royal;16;135;129,8;2007;1929,8;0;;133;127,9
Pointe-Claire;< 5;65;207,1;409;1303,4;< 5;n.p.;34;* 108,3
Rivière-des-Prairies–Pointe-aux-Trembles;35;457;428,1;3857;3613,4;< 5;n.p.;260;243,6
Rosemont–La Petite Patrie;21;369;264,3;3387;2426,4;8;n.p.;257;184,1
Sainte-Anne-de-Bellevue;0;28;* 564,7;63;1270,7;< 5;n.p.;6;n.p.
Saint-Laurent;29;410;414,9;2838;2871,7;< 5;n.p.;110;111,3
Saint-Léonard;41;523;667,9;2717;3469,8;< 5;n.p.;57;72,8
Senneville;< 5;< 5;n.p.;12;* 1302,9;0;;0;
Sud-Ouest;16;162;207,3;1894;2423,5;0;;183;234,2
Verdun;10;122;176,2;1577;2277,9;< 5;n.p.;173;249,9
Ville-Marie;17;182;204,1;2200;2467,2;0;;88;98,7
Villeray–Saint-Michel–Parc-Extension;51;550;382,3;4626;3215,8;0;;137;95,2
Westmount;10;76;374,2;394;1939,7;< 5;n.p.;44;216,6
Territoire à confirmer;8;89;;1139;;< 5;;45;
Total à Montréal;512;6506;315;56420;2731,3;73;3,5;3700;179,1
