Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq,nbrDeltaPresomptif,nbrOmicronPresomptifP681R,nbrOmicronPresomptif,nbrOmicronTotalCrib,nbrOmicronSanger,nbrOmicronSeq,nbrOmicronTotalSeq,Omicron_Total
Région,RSS01,01 - Bas-Saint-Laurent,Total,9850,994,0,0,26,98,125,8732,8261,1118,471,206,1675,223,1589,1,0,18,18,0,2,2,20
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,12053,997,0,0,68,177,245,10811,10052,1242,759,212,1984,217,2001,0,0,27,27,0,1,1,28
Région,RSS03,03 - Capitale-Nationale,Total,42766,6280,5,11,513,714,1279,35243,32351,7523,2892,1151,9966,1102,10415,52,15,313,328,0,22,22,350
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,31324,1652,1,2,259,822,1082,28588,28042,2736,546,419,4285,378,3282,1,8,417,425,0,2,2,427
Région,RSS05,05 - Estrie,Total,28286,2033,0,11,535,811,1348,24896,23925,3390,971,622,3981,583,4361,2,5,34,39,0,1,1,40
Région,RSS06,06 - Montréal,Total,182955,13821,126,285,4215,6571,11318,157937,145786,25018,12151,6890,30224,7196,37169,532,2578,870,3448,23,37,60,3508
Région,RSS07,07 - Outaouais,Total,25735,3839,17,33,194,1053,1247,20599,20303,5136,296,238,4822,811,5432,0,7,35,42,2,12,14,56
Région,RSS08,08 - Abitibi-Témiscamingue,Total,4732,103,187,0,29,40,71,4373,4268,359,105,29,256,245,464,2,1,5,6,0,1,1,7
Région,RSS09,09 - Côte-Nord,Total,2999,163,0,0,11,54,65,2771,2730,228,41,22,279,33,269,0,0,6,6,0,0,0,6
Région,RSS10,10 - Nord-du-Québec,Total,529,22,1,0,5,11,17,490,471,39,19,13,50,5,58,1,1,0,1,0,0,0,1
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,2661,185,0,0,33,56,90,2387,2338,274,49,38,346,37,323,1,0,3,3,0,0,0,3
Région,RSS12,12 - Chaudière-Appalaches,Total,37289,3452,1,10,522,1547,2075,31757,31071,5532,686,874,8257,1140,6218,6,2,88,90,0,7,7,97
Région,RSS13,13 - Laval,Total,43201,3280,13,23,610,2926,3572,36349,34980,6852,1369,809,7239,977,8221,36,156,40,196,1,7,8,204
Région,RSS14,14 - Lanaudière,Total,40464,1819,38,11,417,1874,2397,36305,34478,4159,1827,734,5263,834,5986,106,128,111,239,1,14,15,254
Région,RSS15,15 - Laurentides,Total,49390,2558,33,59,512,2626,3339,43602,40796,5788,2806,1114,7484,1201,8594,201,477,225,702,1,40,41,743
Région,RSS16,16 - Montérégie,Total,85294,4291,26,155,1871,2552,4506,76399,73041,8895,3358,2485,10682,1973,12253,83,437,517,954,11,47,58,1012
Région,RSS00,Inconnu,Total,3257,51,1,0,203,63,268,2939,2795,318,144,31,260,245,462,2,5,27,32,1,0,1,33
Région,RSS98,Hors-Québec,Total,3602,125,11,10,202,112,315,3142,3038,460,104,208,321,276,564,1,17,14,31,4,5,9,40
Région,RSS99,Ensemble du Québec,Total,606387,45665,460,610,10225,22107,33359,527320,498726,79067,28594,16095,97374,17476,107661,1027,3837,2750,6587,44,198,242,6829

