group,1d,2d,3d,pop 2021
0-4,242,52,9,428991
5-11,432574,324768,362,650347
12-17,531228,506928,89315,529446
18-29,1112419,1053479,427212,1216440
30-39,1020394,980724,494594,1118629
40-49,1027169,1002731,633612,1115327
50-59,1080208,1054793,784184,1155183
60-69,1115651,1104532,985047,1168854
70-79,754025,753131,716431,783129
80 plus,400665,401123,386444,425520
Total 5+,7474333,7182209,4517201,8162875
Total,7474575,7182261,4517210,8591866
