Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;72;986;734,5;6981;5200,2;21;*15,6;413;307,6
Anjou;17;292;682,3;2248;5252,8;< 5;n.p.;61;142,5
Baie D'urfé;< 5;5;n.p.;65;1700,2;0;;< 5;n.p.
Beaconsfield;< 5;44;227,7;297;1536,9;< 5;n.p.;13;* 67,3
Côte-des-Neiges–Notre-Dame-de-Grâce;65;957;574,7;7784;4674,5;6;n.p.;322;193,4
Côte-Saint-Luc;8;157;483,9;1853;5710,7;< 5;n.p.;102;314,3
Dollard-des-Ormeaux;28;253;517,4;1771;3621,8;5;n.p.;108;220,9
Dorval;10;49;258,2;556;2929,4;< 5;n.p.;68;358,3
Hampstead;< 5;52;745,7;274;3929,4;0;;< 5;n.p.
Kirkland;< 5;40;198,5;462;2292,7;0;;30;* 148,9
Lachine;14;163;366,4;2040;4585,4;6;n.p.;159;357,4
LaSalle;26;456;593,3;3804;4949,7;12;*15,6;212;275,9
L'Île-Bizard–Sainte-Geneviève;13;108;586,5;746;4051,5;< 5;n.p.;67;363,9
Mercier–Hochelaga-Maisonneuve;42;679;499,2;6028;4431,6;10;*7,4;409;300,7
Montréal Est;< 5;39;1013;192;4987;0;;5;n.p.
Montréal-Nord;51;766;909,4;6598;7832,9;10;*11,9;291;345,5
Montréal-Ouest;< 5;22;* 435,6;113;2237,6;0;;< 5;n.p.
Mont-Royal;< 5;57;281,1;806;3975,1;0;;91;448,8
Outremont;< 5;39;162,8;925;3861,6;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;26;325;469;2627;3790,9;< 5;n.p.;71;102,5
Plateau Mont-Royal;18;374;359,6;3133;3012,5;14;*13,5;152;146,2
Pointe-Claire;< 5;70;223,1;748;2383,7;< 5;n.p.;46;146,6
Rivière-des-Prairies–Pointe-aux-Trembles;35;821;769,1;6173;5783;12;*11,2;283;265,1
Rosemont–La Petite Patrie;26;515;368,9;5081;3639,9;12;*8,6;287;205,6
Sainte-Anne-de-Bellevue;0;< 5;n.p.;93;1875,8;0;;12;* 242
Saint-Laurent;40;626;633,4;4787;4843,8;< 5;n.p.;118;119,4
Saint-Léonard;36;738;942,5;5044;6441,5;20;*25,5;97;123,9
Senneville;0;0;;20;* 2171,6;0;;0;
Sud-Ouest;22;288;368,5;2787;3566,2;< 5;n.p.;198;253,4
Verdun;22;194;280,2;2184;3154,7;< 5;n.p.;181;261,5
Ville-Marie;31;430;482,2;3390;3801,7;7;n.p.;104;116,6
Villeray–Saint-Michel–Parc-Extension;53;882;613,1;7312;5083;10;*7;151;105
Westmount;5;43;211,7;530;2609,3;< 5;n.p.;53;260,9
Territoire à confirmer;< 5;208;;1474;;0;;21;
Total à Montréal;679;10682;517,1;88926;4305;178;8,6;4151;201
