Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;25;515;383,6;8054;5999,5;11;*8,2;449;334,5
Anjou;12;229;535,1;2688;6281;< 5;n.p.;69;161,2
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;16;* 82,8;341;1764,6;< 5;n.p.;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;23;552;331,5;8883;5334,5;< 5;n.p.;334;200,6
Côte-Saint-Luc;< 5;102;314,3;2007;6185,3;< 5;n.p.;107;329,8
Dollard-des-Ormeaux;11;131;267,9;2034;4159,6;< 5;n.p.;118;241,3
Dorval;< 5;39;205,5;626;3298,2;0;;67;353
Hampstead;0;14;* 200,8;307;4402,7;< 5;n.p.;< 5;n.p.
Kirkland;< 5;26;* 129;506;2511;< 5;n.p.;31;* 153,8
Lachine;12;191;429,3;2359;5302,4;< 5;n.p.;164;368,6
LaSalle;11;204;265,4;4206;5472,8;< 5;n.p.;230;299,3
L'Île-Bizard–Sainte-Geneviève;< 5;24;* 130,3;814;4420,8;< 5;n.p.;71;385,6
Mercier–Hochelaga-Maisonneuve;18;459;337,4;6873;5052,8;< 5;n.p.;424;311,7
Montréal Est;< 5;12;* 311,7;211;5480,5;< 5;n.p.;7;n.p.
Montréal-Nord;< 5;368;436,9;7410;8796,9;6;n.p.;320;379,9
Montréal-Ouest;-1;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;54;266,3;894;4409,2;< 5;n.p.;92;453,7
Outremont;< 5;42;175,3;1010;4216,4;< 5;n.p.;20;* 83,5
Pierrefonds–Roxboro;20;195;281,4;3013;4348;< 5;n.p.;76;109,7
Plateau Mont-Royal;9;226;217,3;3524;3388,5;< 5;n.p.;167;160,6
Pointe-Claire;< 5;32;* 102;802;2555,8;< 5;n.p.;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;30;493;461,9;7163;6710,5;< 5;n.p.;300;281
Rosemont–La Petite Patrie;18;297;212,8;5664;4057,6;7;n.p.;314;224,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;108;2178,3;0;;12;* 242
Saint-Laurent;33;421;426;5668;5735,2;8;n.p.;133;134,6
Saint-Léonard;28;537;685,8;6009;7673,8;8;n.p.;116;148,1
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;< 5;133;170,2;3067;3924,5;< 5;n.p.;202;258,5
Verdun;9;144;208;2446;3533,2;6;n.p.;189;273
Ville-Marie;10;191;214,2;3781;4240,2;6;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;29;608;422,7;8476;5892,1;5;n.p.;169;117,5
Westmount;0;16;* 78,8;591;2909,6;0;;55;270,8
Territoire à confirmer;-3;89;;1649;;0;;23;
Total à Montréal;316;6368;308,3;101393;4908,5;96;4,6;4449;215,4
