No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,152,9,20704,      734.16,       43.47
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,256,9,34880,      733.94,       25.80
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,81,n.d.,18994,      426.45,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,0,8485,      329.99,        0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,576,31,57826,      996.09,       53.61
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,76,n.d.,17919,      424.13,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,206,0,20591,     1000.44,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,48,n.d.,17396,      275.93,n.d.
01,01 - Bas-Saint-Laurent,,Total,1429,59,196795,      726.14,       29.98
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,283,31,30972,      913.73,      100.09
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,626,105,24975,     2506.51,      420.42
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2294,36,52264,     4389.25,       68.88
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1988,84,67351,     2951.70,      124.72
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2747,65,79274,     3465.20,       81.99
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,607,16,22542,     2692.75,       70.98
02,02 - Saguenay–Lac-Saint-Jean,,Total,8559,339,277378,     3085.68,      122.22
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1307,131,55347,     2361.46,      236.69
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,9423,866,322649,     2920.51,      268.40
