Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-22;3066969;2679907
2021-04-21;3066969;2591901
2021-04-20;3066969;2505124
2021-04-19;3042405;2450347
2021-04-18;2836485;2402080
2021-04-17;2836485;2361504
2021-04-16;2836485;2301334
