group,1d,2d,3d,pop 2021
0-4,254,58,8,428991
5-11,423406,276016,157,650347
12-17,528135,497403,31287,529446
18-29,1107150,1042985,379228,1216440
30-39,1015552,970742,449782,1118629
40-49,1023888,995389,584415,1115327
50-59,1077995,1048910,737781,1155183
60-69,1113942,1100310,943399,1168854
70-79,752895,750786,692767,783129
80 plus,400125,399526,370012,425520
Total 5+,7443088,7082067,4188828,8162875
Total,7443342,7082125,4188836,8591866
