date,0d,1d,2d,3d
2022-01-05,2327,788,12176,1839
2022-01-06,2114,698,10763,1854
2022-01-07,1648,572,8030,1766
2022-01-08,1245,396,6162,1483
2022-01-09,975,291,5003,1296
2022-01-10,1034,290,5096,1339
2022-01-11,814,259,4100,1507
2022-01-12,748,239,3841,1774
2022-01-13,693,217,3377,1545
2022-01-14,593,200,3097,1429
2022-01-15,452,171,2565,1383
2022-01-16,436,139,2204,1070
2022-01-17,562,166,2495,1176
2022-01-18,548,198,2914,1426
2022-01-19,523,160,2482,1483
2022-01-20,492,179,2294,1423
2022-01-21,470,158,1942,1308
2022-01-22,344,105,1327,1052
2022-01-23,349,108,1214,870
2022-01-24,437,172,1633,1180
2022-01-25,483,199,1885,1502
2022-01-26,475,220,1538,1338
2022-01-27,456,210,1432,1367
2022-01-28,417,161,1368,1282
2022-01-29,350,150,1086,950
2022-01-30,330,138,899,948
2022-01-31,396,187,1267,1273
2022-02-01,506,215,1521,1444
2022-02-02,452,233,1465,1512
2022-02-03,359,163,1184,1222
2022-02-04,363,152,1114,1213
2022-02-05,272,99,733,1003
2022-02-06,265,83,722,901
2022-02-07,370,126,1143,1323
2022-02-08,412,125,1099,1449
2022-02-09,308,127,1001,1266
2022-02-10,347,88,924,1129
2022-02-11,273,84,839,1174
2022-02-12,195,43,506,745
2022-02-13,186,52,474,756
2022-02-14,230,80,668,1006
2022-02-15,211,66,698,1034
2022-02-16,244,53,632,938
2022-02-17,222,56,507,918
2022-02-18,177,43,476,773
2022-02-19,111,18,304,591
2022-02-20,107,26,317,598
2022-02-21,198,37,481,917
2022-02-22,155,48,511,875
2022-02-23,138,32,433,837
2022-02-24,127,35,403,711
2022-02-25,97,32,299,616
2022-02-26,93,19,253,512
2022-02-27,67,16,239,467
