Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;205;152,7;21751;16202,5;0;;534;397,8
Anjou;< 5;66;154,2;7334;17137,1;0;;87;203,3
Baie D'urfé;0;9;n.p.;357;9338,2;0;;< 5;n.p.
Beaconsfield;10;41;212,2;1850;9573,6;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;17;246;147,7;25985;15604,7;< 5;n.p.;415;249,2
Côte-Saint-Luc;11;64;197,2;6015;18537,4;0;;130;400,6
Dollard-des-Ormeaux;10;129;263,8;6812;13930,8;< 5;n.p.;134;274
Dorval;< 5;34;* 179,1;2343;12344,6;0;;70;368,8
Hampstead;< 5;23;* 329,8;1344;19274,3;0;;7;n.p.
Kirkland;< 5;43;213,4;2249;11160,7;0;;40;198,5
Lachine;< 5;78;175,3;6895;15498,2;< 5;n.p.;194;436,1
LaSalle;6;100;130,1;12018;15637,6;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;35;* 190,1;2624;14250,8;0;;82;445,3
Mercier–Hochelaga-Maisonneuve;11;209;153,6;21162;15557,5;< 5;n.p.;516;379,3
Montréal Est;0;6;n.p.;747;19402,6;0;;12;* 311,7
Montréal-Nord;6;106;125,8;16023;19022;< 5;n.p.;397;471,3
Montréal-Ouest;< 5;11;* 217,8;645;12772,3;0;;< 5;n.p.
Mont-Royal;< 5;41;202,2;2942;14509,8;0;;95;468,5
Outremont;< 5;32;* 133,6;3179;13271,3;0;;31;* 129,4
Pierrefonds–Roxboro;5;100;144,3;9696;13991,9;0;;105;151,5
Plateau Mont-Royal;12;120;115,4;13918;13382,7;< 5;n.p.;202;194,2
Pointe-Claire;< 5;56;178,5;3263;10398,3;0;;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;8;161;150,8;19087;17881,3;< 5;n.p.;360;337,3
Rosemont–La Petite Patrie;17;213;152,6;19686;14102,7;< 5;n.p.;365;261,5
Sainte-Anne-de-Bellevue;< 5;6;n.p.;529;10669,6;0;;16;* 322,7
Saint-Laurent;8;120;121,4;15772;15959;< 5;n.p.;174;176,1
Saint-Léonard;7;87;111,1;15127;19318,1;< 5;n.p.;172;219,7
Senneville;0;< 5;n.p.;96;10423,5;0;;0;
Sud-Ouest;9;126;161,2;10769;13779,7;< 5;n.p.;235;300,7
Verdun;7;122;176,2;8508;12289,6;< 5;n.p.;220;317,8
Ville-Marie;17;229;256,8;13414;15043,2;0;;159;178,3
Villeray–Saint-Michel–Parc-Extension;9;144;100,1;23258;16167,9;< 5;n.p.;253;175,9
Westmount;< 5;36;* 177,2;2439;12007,7;0;;65;320
Territoire à confirmer;-4;127;;8475;;0;;31;
Total à Montréal;204;3126;151,3;306313;14828,8;30;*1,5;5463;264,5
