Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-29;1553455;1305840
2021-03-28;1380295;1263069
2021-03-27;1380295;1224067
2021-03-26;1380295;1178141
2021-03-25;1380295;1123858
2021-03-24;1321795;1068112
2021-03-23;1321795;1027321
