Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;18;277;206,3;9936;7401,4;< 5;n.p.;475;353,8
Anjou;< 5;86;201;3379;7895,6;< 5;n.p.;75;175,3
Baie D'urfé;0;6;n.p.;88;2301,9;0;;< 5;n.p.
Beaconsfield;0;21;* 108,7;443;2292,5;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;19;272;163,3;11380;6834;< 5;n.p.;358;215
Côte-Saint-Luc;< 5;58;178,7;2671;8231,6;0;;112;345,2
Dollard-des-Ormeaux;5;125;255,6;2657;5433,6;0;;120;245,4
Dorval;< 5;22;* 115,9;779;4104,3;0;;67;353
Hampstead;< 5;13;* 186,4;378;5420,9;0;;5;n.p.
Kirkland;< 5;41;203,5;698;3463,8;0;;33;* 163,8
Lachine;< 5;61;137,1;2861;6430,8;< 5;n.p.;170;382,1
LaSalle;9;251;326,6;5322;6924,9;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;0;34;* 184,7;1027;5577,6;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;< 5;175;128,7;8400;6175,4;< 5;n.p.;444;326,4
Montréal Est;0;5;n.p.;264;6857,1;0;;9;* 233,8
Montréal-Nord;9;201;238,6;8660;10280,9;0;;328;389,4
Montréal-Ouest;0;< 5;n.p.;167;3306,9;0;;< 5;n.p.
Mont-Royal;< 5;25;* 123,3;1098;5415,3;< 5;n.p.;93;458,7
Outremont;< 5;41;171,2;1235;5155,7;< 5;n.p.;25;* 104,4
Pierrefonds–Roxboro;10;198;285,7;4023;5805,4;< 5;n.p.;83;119,8
Plateau Mont-Royal;15;225;216,3;4442;4271,2;< 5;n.p.;172;165,4
Pointe-Claire;< 5;46;146,6;1026;3269,6;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;8;170;159,3;8655;8108,3;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;15;163;116,8;6794;4867,1;< 5;n.p.;321;230
Sainte-Anne-de-Bellevue;0;< 5;n.p.;132;2662,4;0;;12;* 242
Saint-Laurent;16;402;406,8;7839;7932;0;;151;152,8
Saint-Léonard;18;215;274,6;7492;9567,7;< 5;n.p.;134;171,1
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;6;114;145,9;3654;4675,6;0;;204;261
Verdun;-1;49;70,8;3030;4376,8;< 5;n.p.;193;278,8
Ville-Marie;7;120;134,6;4503;5049,9;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;30;347;241,2;10489;7291,5;< 5;n.p.;191;132,8
Westmount;0;11;* 54,2;695;3421,6;0;;58;285,5
Territoire à confirmer;0;36;;1848;;0;;25;
Total à Montréal;206;3815;184,7;126087;6104;29;*1,4;4679;226,5
