group,1d,2d,3d,pop 2021
0-4,254,58,8,428991
5-11,423495,276743,160,650347
12-17,528180,497567,32490,529446
18-29,1107274,1043191,380058,1216440
30-39,1015629,970916,450482,1118629
40-49,1023943,995526,585112,1115327
50-59,1078019,1049010,738541,1155183
60-69,1113952,1100378,944213,1168854
70-79,752901,750815,693079,783129
80 plus,400134,399540,370207,425520
Total 5+,7443527,7083686,4194342,8162875
Total,7443781,7083744,4194350,8591866
