group,1d,2d,3d,pop 2021
0-4,14205,79,8,428991
5-11,436530,330778,986,650347
12-17,531974,508871,101108,529446
18-29,1114389,1056006,438825,1216440
30-39,1022208,982848,505342,1118629
40-49,1028378,1004327,643709,1115327
50-59,1081177,1055868,793315,1155183
60-69,1116939,1105443,992563,1168854
70-79,754749,753659,720624,783129
80 plus,400932,401417,389012,425520
Total 5+,7487276,7199217,4585484,8162875
Total,7501481,7199296,4585492,8591866
