date,0d,1d,2d,3d
2022-01-05,2332,787,12149,1836
2022-01-06,2109,694,10740,1852
2022-01-07,1650,571,8007,1761
2022-01-08,1247,395,6163,1480
2022-01-09,976,292,5003,1293
2022-01-10,1029,287,5060,1334
2022-01-11,804,260,4073,1502
2022-01-12,747,240,3835,1772
2022-01-13,682,214,3357,1540
2022-01-14,585,198,3105,1424
2022-01-15,449,170,2561,1382
2022-01-16,437,142,2194,1069
2022-01-17,561,164,2496,1168
2022-01-18,543,197,2914,1423
2022-01-19,520,161,2480,1475
2022-01-20,485,177,2288,1413
2022-01-21,467,160,1936,1307
2022-01-22,346,105,1321,1046
2022-01-23,344,104,1208,867
2022-01-24,435,168,1614,1175
2022-01-25,481,196,1876,1496
2022-01-26,475,219,1535,1331
2022-01-27,451,209,1427,1369
2022-01-28,418,158,1358,1272
2022-01-29,347,148,1079,948
2022-01-30,327,138,895,946
2022-01-31,397,187,1265,1271
2022-02-01,505,213,1509,1437
2022-02-02,448,229,1436,1503
2022-02-03,356,161,1160,1213
2022-02-04,359,151,1085,1201
2022-02-05,273,98,722,1000
2022-02-06,267,82,716,896
2022-02-07,367,125,1129,1313
2022-02-08,406,125,1096,1441
2022-02-09,305,127,984,1246
