Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;8;115;85,7;11721;8731,1;< 5;n.p.;491;365,7
Anjou;< 5;52;121,5;3918;9155,1;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;110;2877,3;0;;< 5;n.p.
Beaconsfield;0;22;* 113,8;584;3022,1;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;13;175;105,1;12962;7784;< 5;n.p.;372;223,4
Côte-Saint-Luc;< 5;78;240,4;3134;9658,5;0;;119;366,7
Dollard-des-Ormeaux;11;100;204,5;3168;6478,7;0;;125;255,6
Dorval;< 5;6;n.p.;895;4715,5;0;;68;358,3
Hampstead;< 5;21;* 301,2;479;6869,4;0;;6;n.p.
Kirkland;< 5;24;* 119,1;864;4287,6;0;;35;* 173,7
Lachine;< 5;51;114,6;3245;7293,9;0;;170;382,1
LaSalle;< 5;72;93,7;6261;8146,7;0;;244;317,5
L'Île-Bizard–Sainte-Geneviève;< 5;6;n.p.;1153;6261,9;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;15;119;87,5;9827;7224,5;0;;450;330,8
Montréal Est;< 5;< 5;n.p.;310;8051,9;0;;9;* 233,8
Montréal-Nord;6;113;134,2;10123;12017,7;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;236;4673,3;0;;< 5;n.p.
Mont-Royal;0;< 5;n.p.;1195;5893,7;0;;93;458,7
Outremont;5;25;* 104,4;1379;5756,9;0;;29;* 121,1
Pierrefonds–Roxboro;5;76;109,7;4738;6837,2;< 5;n.p.;87;125,5
Plateau Mont-Royal;< 5;77;74;5276;5073,1;0;;172;165,4
Pointe-Claire;< 5;23;* 73,3;1181;3763,5;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;8;200;187,4;10192;9548,2;< 5;n.p.;321;300,7
Rosemont–La Petite Patrie;9;92;65,9;7898;5658;0;;325;232,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;183;3691;0;;13;* 262,2
Saint-Laurent;-1;95;96,1;9206;9315,2;< 5;n.p.;159;160,9
Saint-Léonard;7;73;93,2;8746;11169,1;0;;147;187,7
Senneville;0;< 5;n.p.;33;* 3583,1;0;;0;
Sud-Ouest;< 5;36;46,1;4539;5808;0;;206;263,6
Verdun;< 5;24;* 34,7;3455;4990,7;0;;199;287,5
Ville-Marie;< 5;79;88,6;5552;6226,3;< 5;n.p.;128;143,5
Villeray–Saint-Michel–Parc-Extension;10;115;79,9;12406;8624,1;< 5;n.p.;205;142,5
Westmount;< 5;16;* 78,8;844;4155,2;0;;57;280,6
Territoire à confirmer;< 5;47;;2099;;0;;25;
Total à Montréal;134;1945;94,2;147912;7160,5;11;*0,5;4826;233,6
