,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4209,14,4187,22,54,0,4099,56,196934.5,2137.26,28.46,27.42,6
02,02 - Saguenay-Lac-Saint-Jean,11374,4,11154,220,271,0,11046,57,277505,4098.66,20.55,97.66,6
03,03 - Capitale-Nationale,34551,22,34196,355,1127,0,33208,216,757803,4559.36,28.42,148.72,25
04,04 - Mauricie et Centre-du-Québec,17526,30,17288,238,570,1,16722,234,523331.5,3348.93,44.63,108.92,30
05,05 - Estrie,17085,32,16571,514,369,1,16375,341,494966.5,3451.75,68.64,74.55,19
06,06 - Montréal,147912,134,144977,2935,4826,0,141613,1473,2072060.5,7138.40,70.87,232.91,141
07,07 - Outaouais,14184,4,13739,445,222,0,13816,146,402744,3521.84,36.10,55.12,12
08,08 - Abitibi-Témiscamingue,1275,3,1242,33,10,0,1247,18,147637,863.60,12.19,6.77,2
09,09 - Côte-Nord,678,2,657,21,5,0,628,45,89700.5,755.85,50.35,5.57,3
10,10 - Nord-du-Québec,137,0,135,2,0,0,136,1,13521.5,1013.20,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2196,2,2175,21,48,0,2132,16,89823,2444.81,17.85,53.44,3
12,12 - Chaudière-Appalaches,21951,55,21679,272,377,1,21086,488,431109.5,5091.75,112.99,87.45,64
13,13 - Laval,36779,21,34853,1926,935,0,35490,354,444658.5,8271.29,79.27,210.27,49
14,14 - Lanaudière,27170,4,26460,710,530,1,26361,279,522367,5201.32,53.18,101.46,11
15,15 - Laurentides,24906,43,24303,603,525,-1,24109,272,630238,3951.84,42.94,83.30,45
16,16 - Montérégie,58002,51,56079,1923,1583,0,55681,738,1438226,4032.88,51.12,110.07,65
17,17 - Nunavik,79,5,77,2,0,0,60,19,14336.5,551.04,131.83,0.00,2
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,5,0,137,0,18507,767.28,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1197,2,1190,7,1,0,1176,20,.,.,.,.,3
999,Ensemble du Québec,421357,428,411107,10250,11458,3,405126,4773,8565469.5,4919.25,55.55,133.77,486

