group,1d,2d,3d,pop 2021
0-4,17369,599,10,428991
5-11,437430,331932,5044,650347
12-17,532172,509185,103585,529446
18-29,1115061,1056630,441027,1216440
30-39,1022836,983410,507827,1118629
40-49,1028791,1004722,646130,1115327
50-59,1081445,1056170,795629,1155183
60-69,1117263,1105675,994635,1168854
70-79,754956,753807,721976,783129
80 plus,401023,401518,389929,425520
Total 5+,7490977,7203049,4605782,8162875
Total,7508346,7203648,4605792,8591866
