Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq,nbrDeltaPresomptif,nbrOmicronPresomptifP681R,nbrOmicronPresomptif,nbrOmicronTotalCrib,nbrOmicronSanger,nbrOmicronSeq,nbrOmicronTotalSeq,Omicron_Total
Région,RSS01,01 - Bas-Saint-Laurent,Total,9325,994,0,0,26,98,125,8207,7737,1118,470,206,1675,222,1588,1,0,18,18,0,1,1,19
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,11317,997,0,0,68,177,245,10075,9316,1242,759,212,1984,217,2001,0,0,27,27,0,1,1,28
Région,RSS03,03 - Capitale-Nationale,Total,39730,6280,5,11,512,714,1278,32208,29317,7522,2891,1151,9966,1100,10413,52,14,313,327,0,21,21,348
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,29081,1652,1,2,258,822,1081,26346,25800,2735,546,419,4285,377,3281,1,7,417,424,0,2,2,426
Région,RSS05,05 - Estrie,Total,26747,2033,0,11,482,811,1294,23410,22440,3337,970,622,3981,529,4307,1,4,34,38,0,0,0,38
Région,RSS06,06 - Montréal,Total,174756,13821,126,285,4137,6571,11231,149816,137672,24940,12144,6890,30222,7113,37084,523,2325,871,3196,22,32,54,3250
Région,RSS07,07 - Outaouais,Total,24534,3839,17,33,182,1053,1235,19410,19116,5124,294,238,4822,797,5418,0,7,35,42,2,10,12,54
Région,RSS08,08 - Abitibi-Témiscamingue,Total,4226,103,187,0,29,40,71,3867,3763,359,104,29,256,244,463,2,0,5,5,0,0,0,5
Région,RSS09,09 - Côte-Nord,Total,2528,163,0,0,11,54,65,2300,2259,228,41,22,279,33,269,0,0,6,6,0,0,0,6
Région,RSS10,10 - Nord-du-Québec,Total,458,22,1,0,5,11,17,419,400,39,19,13,50,5,58,1,1,0,1,0,0,0,1
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,2523,185,0,0,33,56,90,2249,2200,274,49,38,346,37,323,1,0,3,3,0,0,0,3
Région,RSS12,12 - Chaudière-Appalaches,Total,35242,3452,1,10,507,1547,2060,29725,29039,5517,686,874,8257,1125,6203,6,2,88,90,0,7,7,97
Région,RSS13,13 - Laval,Total,41508,3280,13,23,607,2926,3567,34659,33292,6849,1367,809,7239,971,8216,34,142,41,183,1,5,6,189
Région,RSS14,14 - Lanaudière,Total,38720,1819,38,11,369,1874,2348,34609,32785,4111,1824,734,5263,783,5935,105,121,114,235,1,11,12,247
Région,RSS15,15 - Laurentides,Total,46894,2558,33,59,450,2626,3276,41168,38365,5726,2803,1114,7484,1136,8529,200,463,227,690,1,37,38,728
Région,RSS16,16 - Montérégie,Total,80951,4291,26,155,1841,2552,4475,72086,68731,8865,3355,2485,10682,1940,12220,82,395,511,906,10,44,54,960
Région,RSS00,Inconnu,Total,2869,51,1,0,144,63,209,2610,2466,259,144,31,260,186,403,2,5,27,32,1,0,1,33
Région,RSS98,Hors-Québec,Total,2749,125,11,10,201,112,314,2290,2186,459,104,208,321,275,563,1,16,14,30,4,5,9,39
Région,RSS99,Ensemble du Québec,Total,574158,45665,460,610,9862,22107,32981,495454,466884,78704,28570,16095,97372,17090,107274,1012,3502,2751,6253,42,176,218,6471

