Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;152;2827;2105,9;18179;13541,7;6;n.p.;500;372,5
Anjou;52;1070;2500,2;6367;14877,6;0;;80;186,9
Baie D'urfé;< 5;72;1883,3;255;6670,2;0;;< 5;n.p.
Beaconsfield;14;277;1433,5;1321;6836,1;< 5;n.p.;23;* 119
Côte-des-Neiges–Notre-Dame-de-Grâce;166;4010;2408,1;21701;13032,1;5;n.p.;379;227,6
Côte-Saint-Luc;35;733;2259;4759;14666,5;< 5;n.p.;121;372,9
Dollard-des-Ormeaux;53;1103;2255,7;5412;11067,7;< 5;n.p.;128;261,8
Dorval;14;417;2197;1795;9457,3;0;;69;363,5
Hampstead;14;149;2136,8;856;12275,9;0;;6;n.p.
Kirkland;10;361;1791,5;1718;8525,6;< 5;n.p.;38;188,6
Lachine;19;1182;2656,8;5658;12717,8;< 5;n.p.;173;388,9
LaSalle;78;1856;2415;10196;13266,9;< 5;n.p.;249;324
L'Île-Bizard–Sainte-Geneviève;13;421;2286,4;2040;11079,1;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;151;3193;2347,4;17430;12813,9;12;*8,8;464;341,1
Montréal Est;7;105;2727,3;583;15142,9;0;;9;* 233,8
Montréal-Nord;108;1969;2337,5;13985;16602,6;13;*15,4;351;416,7
Montréal-Ouest;6;80;1584,2;473;9366,3;0;;< 5;n.p.
Mont-Royal;23;409;2017,2;2235;11022,9;< 5;n.p.;95;468,5
Outremont;27;381;1590,5;2469;10307,3;0;;29;* 121,1
Pierrefonds–Roxboro;58;1680;2424,3;8137;11742,2;< 5;n.p.;92;132,8
Plateau Mont-Royal;73;1781;1712,5;11144;10715,4;7;n.p.;181;174
Pointe-Claire;13;545;1736,8;2462;7845,8;< 5;n.p.;60;191,2
Rivière-des-Prairies–Pointe-aux-Trembles;162;2807;2629,7;16146;15126,1;7;n.p.;331;310,1
Rosemont–La Petite Patrie;147;2885;2066,8;15910;11397,7;< 5;n.p.;335;240
Sainte-Anne-de-Bellevue;< 5;83;1674,1;386;7785,4;0;;13;* 262,2
Saint-Laurent;104;1868;1890,2;13514;13674,3;< 5;n.p.;162;163,9
Saint-Léonard;91;1889;2412,4;13280;16959,3;< 5;n.p.;157;200,5
Senneville;< 5;15;* 1628,7;71;7709;0;;0;
Sud-Ouest;75;1680;2149,7;8711;11146,4;< 5;n.p.;214;273,8
Verdun;49;1135;1639,5;6745;9743;< 5;n.p.;204;294,7
Ville-Marie;78;1845;2069,1;10455;11724,8;< 5;n.p.;135;151,4
Villeray–Saint-Michel–Parc-Extension;174;3481;2419,8;20152;14008,7;7;n.p.;215;149,5
Westmount;25;259;1275,1;1572;7739,3;5;n.p.;63;310,2
Territoire à confirmer;277;1986;;5863;;< 5;;29;
Total à Montréal;2274;44554;2156,9;251980;12198,5;95;4,6;4987;241,4
