"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-05-18;23083695;19811415
2022-05-17;23083695;19797255
2022-05-16;23082195;19784524
2022-05-15;23082195;19775252
2022-05-14;23082195;19770133
2022-05-13;23082195;19754578
2022-05-12;23082195;19737798
