CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;23;470;125,6;48858;13059,5;< 5;n.p.;1002;267,8
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;18;440;116,7;53076;14073,8;5;n.p.;855;226,7
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;24;429;131;40870;12477,8;< 5;n.p.;749;228,7
CIUSSS du Nord-de-l'Île-de-Montréal ;23;459;102;69312;15406,2;< 5;n.p.;1278;284,1
CIUSSS de l'Est-de-l'Île-de-Montréal ;25;562;104,7;85723;15964,1;9;* 1,7;1556;289,8
Territoire à confirmer;9;92;0;9418;0;0;0;32;0
Total à Montréal;122;2452;118,7;307257;14874,5;24;* 1,2;5472;264,9
