Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-20;5595489;4747192
2021-05-19;5184819;4639931
2021-05-18;5036719;4548555
2021-05-17;4993429;4475432
2021-05-16;4578079;4403263
2021-05-15;4578079;4329573
2021-05-14;4578079;4237746
