Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;28;368;274,1;21519;16029,6;< 5;n.p.;532;396,3
Anjou;10;97;226,7;7256;16954,9;< 5;n.p.;87;203,3
Baie D'urfé;< 5;12;* 313,9;346;9050,5;0;;< 5;n.p.
Beaconsfield;5;60;310,5;1809;9361,4;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;25;439;263,6;25692;15428,8;0;;414;248,6
Côte-Saint-Luc;14;141;434,5;5942;18312,4;0;;130;400,6
Dollard-des-Ormeaux;< 5;107;218,8;6689;13679,2;< 5;n.p.;132;269,9
Dorval;8;44;231,8;2305;12144,4;0;;70;368,8
Hampstead;< 5;27;* 387,2;1315;18858,5;< 5;n.p.;7;n.p.
Kirkland;7;68;337,5;2208;10957,3;0;;40;198,5
Lachine;12;127;285,5;6799;15282,4;0;;192;431,6
LaSalle;15;196;255;11892;15473,7;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;53;287,8;2586;14044,4;< 5;n.p.;82;445,3
Mercier–Hochelaga-Maisonneuve;22;347;255,1;20935;15390,7;5;n.p.;512;376,4
Montréal Est;< 5;43;1116,9;739;19194,8;0;;11;* 285,7
Montréal-Nord;8;188;223,2;15906;18883,1;< 5;n.p.;394;467,7
Montréal-Ouest;< 5;10;* 198;631;12495;0;;< 5;n.p.
Mont-Royal;7;77;379,8;2900;14302,6;0;;95;468,5
Outremont;< 5;51;212,9;3147;13137,7;0;;31;* 129,4
Pierrefonds–Roxboro;13;150;216,5;9589;13837,5;< 5;n.p.;105;151,5
Plateau Mont-Royal;17;270;259,6;13770;13240,4;< 5;n.p.;199;191,3
Pointe-Claire;7;90;286,8;3202;10204;< 5;n.p.;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;18;354;331,6;18900;17706,1;< 5;n.p.;358;335,4
Rosemont–La Petite Patrie;35;423;303;19441;13927,2;< 5;n.p.;361;258,6
Sainte-Anne-de-Bellevue;< 5;12;* 242;523;10548,6;< 5;n.p.;16;* 322,7
Saint-Laurent;15;215;217,5;15629;15814,3;0;;173;175,1
Saint-Léonard;14;206;263,1;15026;19189,1;0;;169;215,8
Senneville;0;< 5;n.p.;94;10206,3;0;;0;
Sud-Ouest;15;214;273,8;10629;13600,6;0;;234;299,4
Verdun;16;222;320,7;8372;12093,2;< 5;n.p.;216;312
Ville-Marie;25;330;370,1;13154;14751,6;< 5;n.p.;158;177,2
Villeray–Saint-Michel–Parc-Extension;19;308;214,1;23089;16050,4;< 5;n.p.;249;173,1
Westmount;< 5;56;275,7;2404;11835,4;0;;65;320
Territoire à confirmer;11;192;;8360;;0;;31;
Total à Montréal;388;5499;266,2;302799;14658,7;28;*1,4;5425;262,6
