Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      4026,      2520,       62.6,       799,       19.8,       707,       17.6,        54,n.d.,n.d.,n.d.,n.d.,        46,       85.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     11056,      5758,       52.1,      2490,       22.5,      2808,       25.4,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     32415,     18927,       58.4,      6386,       19.7,      7102,       21.9,      1115,        32,        2.9,       103,        9.2,       980,       87.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     16628,      9896,       59.5,      3205,       19.3,      3527,       21.2,       565,        20,        3.5,        31,        5.5,       514,       91.0
Région,RSS05,05 - Estrie,     16006,      9603,       60.0,      3118,       19.5,      3285,       20.5,       363,        12,        3.3,        33,        9.1,       318,       87.6
Région,RSS06,06 - Montréal,    127526,     75499,       59.2,     23280,       18.3,     28747,       22.5,      4727,       153,        3.2,       278,        5.9,      4296,       90.9
Région,RSS07,07 - Outaouais,     12420,      8109,       65.3,      2060,       16.6,      2251,       18.1,       217,         6,        2.8,        19,        8.8,       192,       88.5
Région,RSS08,08 - Abitibi-Témiscamingue,      1208,       728,       60.3,       274,       22.7,       206,       17.1,        10,n.d.,n.d.,n.d.,n.d.,         7,       70.0
Région,RSS09,09 - Côte-Nord,       627,       415,       66.2,       112,       17.9,       100,       15.9,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       130,        80,       61.5,        22,       16.9,        28,       21.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2107,      1109,       52.6,       427,       20.3,       571,       27.1,        48,n.d.,n.d.,n.d.,n.d.,        43,       89.6
Région,RSS12,12 - Chaudière-Appalaches,     21115,     13012,       61.6,      4118,       19.5,      3985,       18.9,       374,        10,        2.7,        38,       10.2,       326,       87.2
Région,RSS13,13 - Laval,     34572,     21669,       62.7,      6855,       19.8,      6048,       17.5,       923,        17,        1.8,        66,        7.2,       840,       91.0
Région,RSS14,14 - Lanaudière,     26057,     15938,       61.2,      5266,       20.2,      4853,       18.6,       523,        24,        4.6,        33,        6.3,       466,       89.1
Région,RSS15,15 - Laurentides,     23754,     14677,       61.8,      4607,       19.4,      4470,       18.8,       521,        27,        5.2,        39,        7.5,       455,       87.3
Région,RSS16,16 - Montérégie,     54355,     32114,       59.1,     10757,       19.8,     11484,       21.1,      1570,        55,        3.5,       106,        6.8,      1409,       89.7
Région,RSS17,17 - Nunavik,        60,        31,       51.7,         9,       15.0,        20,       33.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       123,        73,       59.3,        17,       13.8,        33,       26.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    384244,    230202,       59.9,     73814,       19.2,     80228,       20.9,     11288,       375,        3.3,       780,        6.9,     10133,       89.8
Groupe d'âge,0_9,Moins de 10 ans,     35746,     30571,       85.5,      4224,       11.8,       951,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     50021,     41409,       82.8,      7192,       14.4,      1420,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     56367,     45573,       80.9,      8119,       14.4,      2675,        4.7,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     53297,     37346,       70.1,     11103,       20.8,      4848,        9.1,        22,n.d.,n.d.,n.d.,n.d.,        15,       68.2
Groupe d'âge,40_49,40-49 ans,     57116,     35919,       62.9,     13626,       23.9,      7571,       13.3,        55,        17,       30.9,        13,       23.6,        25,       45.5
Groupe d'âge,50_59,50-59 ans,     50397,     25348,       50.3,     14291,       28.4,     10758,       21.3,       218,        36,       16.5,        34,       15.6,       148,       67.9
Groupe d'âge,60_69,60-69 ans,     30857,     10457,       33.9,      8690,       28.2,     11710,       37.9,       726,        67,        9.2,        89,       12.3,       570,       78.5
Groupe d'âge,70_79,70-79 ans,     19407,      2485,       12.8,      3788,       19.5,     13134,       67.7,      2213,        83,        3.8,       201,        9.1,      1929,       87.2
Groupe d'âge,80_89,80-89 ans,     19599,       802,        4.1,      1988,       10.1,     16809,       85.8,      4407,        84,        1.9,       269,        6.1,      4054,       92.0
Groupe d'âge,90_,90 ans et plus,     11437,       292,        2.6,       793,        6.9,     10352,       90.5,      3638,        78,        2.1,       171,        4.7,      3389,       93.2
