Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;12;115;85,7;11840;8819,7;0;;491;365,7
Anjou;7;41;95,8;3960;9253,2;< 5;n.p.;79;184,6
Baie D'urfé;0;< 5;n.p.;111;2903,5;0;;< 5;n.p.
Beaconsfield;< 5;5;n.p.;592;3063,5;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;15;171;102,7;13152;7898,2;0;;372;223,4
Côte-Saint-Luc;< 5;44;135,6;3182;9806,5;0;;120;369,8
Dollard-des-Ormeaux;< 5;46;94,1;3221;6587;0;;125;255,6
Dorval;0;5;n.p.;902;4752,4;0;;68;358,3
Hampstead;0;8;n.p.;486;6969,7;0;;6;n.p.
Kirkland;0;8;n.p.;873;4332,3;< 5;n.p.;36;* 178,7
Lachine;< 5;29;* 65,2;3277;7365,9;< 5;n.p.;171;384,4
LaSalle;< 5;34;* 44,2;6299;8196,2;< 5;n.p.;245;318,8
L'Île-Bizard–Sainte-Geneviève;0;< 5;n.p.;1157;6283,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;7;123;90,4;9956;7319,3;< 5;n.p.;451;331,6
Montréal Est;0;6;n.p.;316;8207,8;0;;9;* 233,8
Montréal-Nord;5;80;95;10209;12119,8;< 5;n.p.;337;400,1
Montréal-Ouest;0;0;;236;4673,3;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;1229;6061,4;< 5;n.p.;94;463,6
Outremont;0;15;* 62,6;1397;5832;0;;29;* 121,1
Pierrefonds–Roxboro;6;58;83,7;4797;6922,4;0;;88;127
Plateau Mont-Royal;10;67;64,4;5341;5135,6;0;;172;165,4
Pointe-Claire;< 5;8;n.p.;1189;3789;0;;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;23;127;119;10329;9676,5;< 5;n.p.;323;302,6
Rosemont–La Petite Patrie;14;92;65,9;7997;5728,9;< 5;n.p.;326;233,5
Sainte-Anne-de-Bellevue;0;< 5;n.p.;186;3751,5;0;;13;* 262,2
Saint-Laurent;7;103;104,2;9314;9424,5;0;;159;160,9
Saint-Léonard;13;123;157,1;8868;11324,9;0;;148;189
Senneville;0;0;;33;* 3583,1;0;;0;
Sud-Ouest;7;43;55;4586;5868,1;0;;207;264,9
Verdun;< 5;90;130;3546;5122,1;0;;200;288,9
Ville-Marie;5;80;89,7;5636;6320,5;0;;128;143,5
Villeray–Saint-Michel–Parc-Extension;10;107;74,4;12521;8704;< 5;n.p.;206;143,2
Westmount;0;10;* 49,2;851;4189,6;0;;57;280,6
Territoire à confirmer;0;41;;2140;;0;;25;
Total à Montréal;157;1716;83,1;149729;7248,5;11;*0,5;4843;234,5
