Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;35;347;258,5;3922;2921,5;< 5;n.p.;374;278,6
Anjou;11;107;250;1209;2825;0;;49;114,5
Baie D'urfé;0;< 5;n.p.;44;1150,9;0;;< 5;n.p.
Beaconsfield;0;20;* 103,5;145;750,4;< 5;n.p.;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;40;391;234,8;4361;2618,9;5;n.p.;285;171,2
Côte-Saint-Luc;< 5;93;286,6;1202;3704,4;10;*30,8;76;234,2
Dollard-des-Ormeaux;< 5;82;167,7;917;1875,3;5;n.p.;97;198,4
Dorval;5;27;* 142,3;350;1844;0;;61;321,4
Hampstead;< 5;18;* 258,1;152;2179,8;0;;< 5;n.p.
Kirkland;-2;45;223,3;270;1339,9;0;;26;* 129
Lachine;7;116;260,7;1157;2600,6;< 5;n.p.;111;249,5
LaSalle;12;247;321,4;2267;2949,8;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;5;25;* 135,8;319;1732,5;< 5;n.p.;52;282,4
Mercier–Hochelaga-Maisonneuve;24;243;178,6;3807;2798,8;< 5;n.p.;388;285,2
Montréal Est;0;9;* 233,8;83;2155,8;0;;< 5;n.p.
Montréal-Nord;27;230;273;3950;4689,3;0;;254;301,5
Montréal-Ouest;0;< 5;n.p.;59;1168,3;0;;< 5;n.p.
Mont-Royal;8;54;266,3;564;2781,6;< 5;n.p.;91;448,8
Outremont;-1;26;* 108,5;624;2605;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;27;175;252,5;1204;1737,4;< 5;n.p.;42;60,6
Plateau Mont-Royal;9;97;93,3;1904;1830,8;0;;132;126,9
Pointe-Claire;< 5;29;* 92,4;356;1134,5;0;;33;* 105,2
Rivière-des-Prairies–Pointe-aux-Trembles;25;264;247,3;3471;3251,7;< 5;n.p.;257;240,8
Rosemont–La Petite Patrie;18;250;179,1;3081;2207,2;< 5;n.p.;249;178,4
Sainte-Anne-de-Bellevue;5;13;* 262,2;41;826,9;0;;< 5;n.p.
Saint-Laurent;38;341;345;2539;2569,1;0;;108;109,3
Saint-Léonard;29;271;346,1;2275;2905,3;< 5;n.p.;54;69
Senneville;0;0;;8;n.p.;0;;0;
Sud-Ouest;15;132;168,9;1766;2259,7;0;;182;232,9
Verdun;< 5;69;99,7;1473;2127,7;< 5;n.p.;173;249,9
Ville-Marie;7;106;118,9;2046;2294,5;0;;87;97,6
Villeray–Saint-Michel–Parc-Extension;32;355;246,8;4186;2909,9;0;;137;95,2
Westmount;0;33;* 162,5;325;1600;< 5;n.p.;41;201,9
Territoire à confirmer;8;79;;1079;;< 5;;41;
Total à Montréal;400;4299;208,1;51156;2476,5;40;1,9;3621;175,3
