group,1d,2d,3d,pop 2021
0-4,20641,4601,13,428991
5-11,438255,333534,10488,650347
12-17,532311,509440,106814,529446
18-29,1115721,1057234,443447,1216440
30-39,1023499,983926,510787,1118629
40-49,1029129,1005065,648890,1115327
50-59,1081726,1056445,798246,1155183
60-69,1117601,1105918,997163,1168854
70-79,755186,753951,723476,783129
80 plus,401107,401597,390546,425520
Total 5+,7494535,7207110,4629857,8162875
Total,7515176,7211711,4629870,8591866
