Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;9;193;143,8;3177;2366,6;0;;372;277,1
Anjou;13;89;208;992;2318;< 5;n.p.;49;114,5
Baie D'urfé;0;< 5;n.p.;36;* 941,7;0;;< 5;n.p.
Beaconsfield;< 5;15;* 77,6;102;527,8;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;8;364;218,6;3402;2043;< 5;n.p.;272;163,3
Côte-Saint-Luc;< 5;98;302;862;2656,6;< 5;n.p.;62;191,1
Dollard-des-Ormeaux;6;76;155,4;689;1409;0;;88;180
Dorval;< 5;17;* 89,6;305;1607;0;;61;321,4
Hampstead;0;13;* 186,4;117;1677,9;0;;< 5;n.p.
Kirkland;< 5;24;* 119,1;195;967,7;0;;27;* 134
Lachine;11;70;157,3;852;1915,1;0;;108;242,8
LaSalle;8;95;123,6;1642;2136,5;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;0;12;* 65,2;280;1520,7;0;;49;266,1
Mercier–Hochelaga-Maisonneuve;10;188;138,2;3232;2376,1;< 5;n.p.;389;286
Montréal Est;0;< 5;n.p.;61;1584,4;0;;< 5;n.p.
Montréal-Nord;21;221;262,4;3418;4057,7;0;;252;299,2
Montréal-Ouest;0;< 5;n.p.;41;811,9;0;;< 5;n.p.
Mont-Royal;< 5;42;207,1;450;2219,4;0;;90;443,9
Outremont;0;24;* 100,2;548;2287,7;< 5;n.p.;11;* 45,9
Pierrefonds–Roxboro;14;118;170,3;873;1259,8;0;;37;53,4
Plateau Mont-Royal;< 5;91;87,5;1640;1576,9;< 5;n.p.;129;124
Pointe-Claire;< 5;23;* 73,3;279;889,1;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;15;187;175,2;2886;2703,7;< 5;n.p.;253;237
Rosemont–La Petite Patrie;23;207;148,3;2429;1740,1;< 5;n.p.;240;171,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;24;* 484,1;0;;< 5;n.p.
Saint-Laurent;18;251;254;1823;1844,6;< 5;n.p.;105;106,2
Saint-Léonard;12;193;246,5;1752;2237,4;0;;52;66,4
Senneville;0;0;;< 5;n.p.;0;;0;
Sud-Ouest;7;97;124,1;1435;1836,2;< 5;n.p.;180;230,3
Verdun;< 5;75;108,3;1279;1847,5;< 5;n.p.;165;238,3
Ville-Marie;6;144;161,5;1741;1952,5;< 5;n.p.;83;93,1
Villeray–Saint-Michel–Parc-Extension;10;344;239,1;3319;2307,2;< 5;n.p.;130;90,4
Westmount;0;12;* 59,1;263;1294,8;0;;36;* 177,2
Territoire à confirmer;< 5;64;;929;;0;;37;
Total à Montréal;207;3357;162,5;41076;1988,5;20;*1;3515;170,2
