Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;57;632;470,8;4806;3580;5;n.p.;380;283,1
Anjou;27;253;591,2;1532;3579,8;< 5;n.p.;50;116,8
Baie D'urfé;0;9;n.p.;52;1360,2;0;;< 5;n.p.
Beaconsfield;< 5;48;248,4;204;1055,7;0;;10;* 51,7
Côte-des-Neiges–Notre-Dame-de-Grâce;37;804;482,8;5462;3280,1;11;*6,6;300;180,2
Côte-Saint-Luc;16;136;419,1;1394;4296,1;7;n.p.;91;280,4
Dollard-des-Ormeaux;14;202;413,1;1171;2394,7;< 5;n.p.;100;204,5
Dorval;< 5;50;263,4;413;2176;< 5;n.p.;64;337,2
Hampstead;< 5;20;* 286,8;179;2567;0;;< 5;n.p.
Kirkland;< 5;48;238,2;329;1632,7;< 5;n.p.;29;* 143,9
Lachine;16;179;402,3;1423;3198,5;< 5;n.p.;120;269,7
LaSalle;37;291;378,6;2705;3519,7;< 5;n.p.;188;244,6
L'Île-Bizard–Sainte-Geneviève;19;88;477,9;424;2302,7;< 5;n.p.;55;298,7
Mercier–Hochelaga-Maisonneuve;38;433;318,3;4383;3222,2;< 5;n.p.;389;286
Montréal Est;< 5;19;* 493,5;108;2805,2;0;;< 5;n.p.
Montréal-Nord;46;657;780;4830;5734;< 5;n.p.;256;303,9
Montréal-Ouest;0;7;n.p.;69;1366,3;0;;< 5;n.p.
Mont-Royal;0;40;197,3;634;3126,8;0;;91;448,8
Outremont;< 5;41;171,2;681;2842,9;< 5;n.p.;14;* 58,4
Pierrefonds–Roxboro;28;378;545,5;1718;2479,2;10;*14,4;61;88
Plateau Mont-Royal;26;263;252,9;2238;2151,9;0;;133;127,9
Pointe-Claire;16;141;449,3;526;1676,2;< 5;n.p.;36;* 114,7
Rivière-des-Prairies–Pointe-aux-Trembles;44;630;590,2;4344;4069,6;< 5;n.p.;261;244,5
Rosemont–La Petite Patrie;31;466;333,8;3736;2676,4;9;n.p.;262;187,7
Sainte-Anne-de-Bellevue;-1;9;n.p.;69;1391,7;5;n.p.;9;n.p.
Saint-Laurent;43;533;539,3;3253;3291,6;< 5;n.p.;111;112,3
Saint-Léonard;69;619;790,5;3192;4076,4;< 5;n.p.;61;77,9
Senneville;< 5;10;* 1085,8;19;* 2063;0;;0;
Sud-Ouest;27;226;289,2;2074;2653,8;0;;183;234,2
Verdun;16;165;238,3;1696;2449,8;0;;173;249,9
Ville-Marie;7;243;272,5;2369;2656,7;< 5;n.p.;92;103,2
Villeray–Saint-Michel–Parc-Extension;57;713;495,6;5153;3582,1;0;;137;95,2
Westmount;< 5;50;246,2;423;2082,5;< 5;n.p.;48;236,3
Territoire à confirmer;18;127;;1219;;< 5;;46;
Total à Montréal;708;8530;412,9;62828;3041,6;82;4;3761;182,1
