Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;6;120;89,4;11948;8900,1;< 5;n.p.;492;366,5
Anjou;< 5;45;105,2;3995;9335;0;;79;184,6
Baie D'urfé;0;0;;111;2903,5;0;;< 5;n.p.
Beaconsfield;< 5;6;n.p.;596;3084,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;12;223;133,9;13352;8018,3;0;;372;223,4
Côte-Saint-Luc;< 5;63;194,2;3240;9985,2;0;;120;369,8
Dollard-des-Ormeaux;5;37;75,7;3253;6652,5;0;;125;255,6
Dorval;0;9;n.p.;911;4799,8;< 5;n.p.;69;363,5
Hampstead;< 5;21;* 301,2;507;7270,9;0;;6;n.p.
Kirkland;0;13;* 64,5;886;4396,8;0;;36;* 178,7
Lachine;7;31;* 69,7;3308;7435,5;0;;171;384,4
LaSalle;6;57;74,2;6351;8263,8;< 5;n.p.;247;321,4
L'Île-Bizard–Sainte-Geneviève;< 5;5;n.p.;1161;6305,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;9;155;114;10103;7427,4;0;;451;331,6
Montréal Est;< 5;8;n.p.;324;8415,6;0;;9;* 233,8
Montréal-Nord;< 5;65;77,2;10267;12188,7;0;;337;400,1
Montréal-Ouest;0;5;n.p.;241;4772,3;0;;< 5;n.p.
Mont-Royal;0;15;* 74;1242;6125,5;< 5;n.p.;94;463,6
Outremont;< 5;21;* 87,7;1418;5919,7;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;60;86,6;4851;7000,3;0;;88;127
Plateau Mont-Royal;7;108;103,8;5438;5228,8;0;;172;165,4
Pointe-Claire;< 5;10;* 31,9;1198;3817,7;0;;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;9;234;219,2;10536;9870,4;0;;323;302,6
Rosemont–La Petite Patrie;11;182;130,4;8165;5849,3;0;;326;233,5
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;187;3771,7;0;;13;* 262,2
Saint-Laurent;< 5;79;79,9;9384;9495,3;0;;159;160,9
Saint-Léonard;16;240;306,5;9093;11612,3;0;;148;189
Senneville;0;< 5;n.p.;34;* 3691,6;0;;0;
Sud-Ouest;5;100;128;4670;5975,6;< 5;n.p.;209;267,4
Verdun;< 5;106;153,1;3643;5262,2;< 5;n.p.;201;290,3
Ville-Marie;8;129;144,7;5757;6456,2;< 5;n.p.;129;144,7
Villeray–Saint-Michel–Parc-Extension;10;115;79,9;12624;8775,6;0;;206;143,2
Westmount;0;19;* 93,5;870;4283,2;0;;57;280,6
Territoire à confirmer;< 5;39;;2176;;0;;25;
Total à Montréal;136;2322;112,4;151840;7350,7;9;n.p.;4851;234,8
