No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,84,n.d.,20780,      404.23,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,218,11,34800,      626.44,       31.61
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,70,n.d.,19117,      366.17,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,21,5,8529,      246.22,       58.62
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,479,59,57630,      831.16,      102.38
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,60,8,17978,      333.74,       44.50
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,202,12,20726,      974.62,       57.90
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,33,n.d.,17514,      188.42,n.d.
01,01 - Bas-Saint-Laurent,,Total,1172,107,197074,      594.70,       54.29
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,184,22,31078,      592.06,       70.79
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,324,111,25064,     1292.69,      442.87
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2056,143,52298,     3931.32,      273.43
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1569,136,67417,     2327.31,      201.73
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2278,289,79201,     2876.23,      364.89
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,464,43,22574,     2055.46,      190.48
02,02 - Saguenay–Lac-Saint-Jean,,Total,6912,749,277632,     2489.63,      269.78
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,972,109,54895,     1770.65,      198.56
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,7102,1016,321016,     2212.35,      316.50
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,6898,1010,351429,     1962.84,      287.40
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,397,43,28119,     1411.86,      152.92
03,03 - Capitale-Nationale,,Total,15522,2199,755459,     2054.64,      291.08
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,91,18,15020,      605.86,      119.84
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,340,8,25562,     1330.10,       31.30
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,465,27,22961,     2025.17,      117.59
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1062,119,64641,     1642.92,      184.09
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,2743,195,143422,     1912.54,      135.96
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,559,87,44619,     1252.83,      194.98
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,1745,254,107872,     1617.66,      235.46
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,1618,373,98244,     1646.92,      379.67
04,04 - Mauricie et Centre-du-Québec,,Total,8681,1085,522341,     1661.94,      207.72
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,514,46,56125,      915.81,       81.96
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,1698,323,105861,     1603.99,      305.12
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,285,28,52514,      542.71,       53.32
05,05 - Estrie,0514,0514 - RLS de Coaticook,198,71,18741,     1056.51,      378.85
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,2510,502,170075,     1475.82,      295.16
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,285,31,31490,      905.05,       98.44
05,05 - Estrie,0517,0517 - RLS d'Asbestos,440,9,14257,     3086.20,       63.13
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,227,34,22749,      997.85,      149.46
05,05 - Estrie,0519,0519 - RLS du Granit,580,40,21351,     2716.50,      187.34
05,05 - Estrie,,Total,6741,1087,493163,     1366.89,      220.41
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,4322,666,224596,     1924.34,      296.53
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,4648,389,149522,     3108.57,      260.16
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,3263,325,131424,     2482.80,      247.29
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,7573,608,245703,     3082.18,      247.45
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,3859,266,166225,     2321.55,      160.02
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,3582,293,161317,     2220.47,      181.63
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,5070,599,161894,     3131.68,      370.00
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,7621,643,172517,     4417.54,      372.72
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,2475,248,115485,     2143.14,      214.75
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,5570,645,139162,     4002.53,      463.49
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,7414,725,208717,     3552.18,      347.36
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,5340,399,189095,     2823.98,      211.01
06,06 - Montréal,,Total,62120,5947,2065657,     3007.28,      287.90
07,07 - Outaouais,0711,0711 - RLS du Pontiac,50,n.d.,20152,      248.11,n.d.
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,185,71,20552,      900.16,      345.47
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,191,6,38891,      491.12,       15.43
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,3364,212,264517,     1271.75,       80.15
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,461,67,56920,      809.91,      117.71
07,07 - Outaouais,,Total,4252,359,401032,     1060.26,       89.52
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,25,0,20528,      121.78,        0.00
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,18,n.d.,24729,       72.79,n.d.
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,166,n.d.,43180,      384.44,n.d.
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,78,11,43551,      179.10,       25.26
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,25,n.d.,15628,      159.97,n.d.
08,08 - Abitibi-Témiscamingue,,Total,313,14,147616,      212.04,        9.48
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,6,0,3230,      185.76,        0.00
