date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,147,0,0,0,147,0,0,0,147,147,0,,0,0,0,0,2054092,
2020-12-15,Région,RSS06,06 - Montréal,375,0,0,0,522,0,0,0,375,522,0,,0,0,0,0,2054092,
2020-12-16,Région,RSS06,06 - Montréal,318,0,0,0,840,0,0,0,318,840,0,,0,0,0,0,2054092,
2020-12-17,Région,RSS06,06 - Montréal,291,0,0,0,1131,0,0,0,291,1131,0,,0,0,0,0,2054092,
2020-12-18,Région,RSS06,06 - Montréal,145,0,0,0,1276,0,0,0,145,1276,0,,0,0,0,0,2054092,
2020-12-19,Région,RSS06,06 - Montréal,84,0,0,0,1360,0,0,0,84,1360,0,,0,0,0,0,2054092,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,0,1440,0,0,0,80,1440,0,,0,0,0,0,2054092,
2020-12-21,Région,RSS06,06 - Montréal,319,0,0,0,1759,0,0,0,319,1759,0,,0,0,0,0,2054092,
2020-12-22,Région,RSS06,06 - Montréal,580,0,0,0,2339,0,0,0,580,2339,0,,0,0,0,0,2054092,
2020-12-23,Région,RSS06,06 - Montréal,488,0,0,0,2827,0,0,0,488,2827,0,,0,0,0,0,2054092,
2020-12-24,Région,RSS06,06 - Montréal,182,0,0,0,3009,0,0,0,182,3009,0,,0,0,0,0,2054092,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,0,3009,0,0,0,0,3009,0,,0,0,0,0,2054092,
2020-12-26,Région,RSS06,06 - Montréal,221,0,0,0,3230,0,0,0,221,3230,0,,0,0,0,0,2054092,
2020-12-27,Région,RSS06,06 - Montréal,202,0,0,0,3432,0,0,0,202,3432,0,,0,0,0,0,2054092,
2020-12-28,Région,RSS06,06 - Montréal,590,0,0,0,4022,0,0,0,590,4022,0,,0,0,0,0,2054092,
2020-12-29,Région,RSS06,06 - Montréal,559,0,0,0,4581,0,0,0,559,4581,0,,0,0,0,0,2054092,
2020-12-30,Région,RSS06,06 - Montréal,584,0,0,0,5165,0,0,0,584,5165,0,,0,0,0,0,2054092,
2020-12-31,Région,RSS06,06 - Montréal,32,0,0,0,5197,0,0,0,32,5197,0,,0,0,0,0,2054092,
2021-01-01,Région,RSS06,06 - Montréal,4,0,0,0,5201,0,0,0,4,5201,0,,0,0,0,0,2054092,
2021-01-02,Région,RSS06,06 - Montréal,14,0,0,0,5215,0,0,0,14,5215,0.0000486833,,0,1,0,0,2054092,
2021-01-03,Région,RSS06,06 - Montréal,14,0,0,0,5229,0,0,0,14,5229,0.0000486833,,0,1,0,0,2054092,
2021-01-04,Région,RSS06,06 - Montréal,560,4,0,0,5789,4,0,0,564,5793,0.0000486833,,0,1,0,0,2054092,
2021-01-05,Région,RSS06,06 - Montréal,1896,6,0,0,7685,10,0,0,1902,7695,0.0000486833,,0,1,0,0,2054092,
2021-01-06,Région,RSS06,06 - Montréal,2744,7,0,0,10429,17,0,0,2751,10446,0.0000973666,,0,2,0,0,2054092,
2021-01-07,Région,RSS06,06 - Montréal,4118,0,0,0,14547,17,0,0,4118,14564,0.0001947332,,0,4,0,0,2054092,
2021-01-08,Région,RSS06,06 - Montréal,3788,4,0,0,18335,21,0,0,3792,18356,0.0001947332,,0,4,0,0,2054092,
2021-01-09,Région,RSS06,06 - Montréal,2038,0,0,0,20373,21,0,0,2038,20394,0.0001947332,,0,4,0,0,2054092,
2021-01-10,Région,RSS06,06 - Montréal,1411,1,0,0,21784,22,0,0,1412,21806,0.0001947332,,0,4,0,0,2054092,
2021-01-11,Région,RSS06,06 - Montréal,1607,2,0,0,23391,24,0,0,1609,23415,0.0002434166,,0,5,0,0,2054092,
2021-01-12,Région,RSS06,06 - Montréal,1094,1,0,0,24485,25,0,0,1095,24510,0.0002434166,,0,5,0,0,2054092,
2021-01-13,Région,RSS06,06 - Montréal,1281,0,0,0,25766,25,0,0,1281,25791,0.0002434166,,0,5,0,0,2054092,
2021-01-14,Région,RSS06,06 - Montréal,1886,1,0,0,27652,26,0,0,1887,27678,0.0002434166,,0,5,0,0,2054092,
2021-01-15,Région,RSS06,06 - Montréal,1768,1,0,0,29420,27,0,0,1769,29447,0.0002920999,,0,6,0,0,2054092,
2021-01-16,Région,RSS06,06 - Montréal,1150,1,0,0,30570,28,0,0,1151,30598,0.0002920999,,0,6,0,0,2054092,
2021-01-17,Région,RSS06,06 - Montréal,961,0,0,0,31531,28,0,0,961,31559,0.0002920999,,0,6,0,0,2054092,
2021-01-18,Région,RSS06,06 - Montréal,1098,7,0,0,32629,35,0,0,1105,32664,0.0003407832,,0,7,0,0,2054092,
2021-01-19,Région,RSS06,06 - Montréal,1296,0,0,0,33925,35,0,0,1296,33960,0.0003894665,,0,8,0,0,2054092,
2021-01-20,Région,RSS06,06 - Montréal,1583,1,0,0,35508,36,0,0,1584,35544,0.0004381498,,0,9,0,0,2054092,
2021-01-21,Région,RSS06,06 - Montréal,1962,5,0,0,37470,41,0,0,1967,37511,0.0005841997,,0,12,0,0,2054092,
2021-01-22,Région,RSS06,06 - Montréal,2204,4,0,0,39674,45,0,0,2208,39719,0.000632883,,0,13,0,0,2054092,
2021-01-23,Région,RSS06,06 - Montréal,1267,3,0,0,40941,48,0,0,1270,40989,0.0006815664,,0,14,0,0,2054092,
2021-01-24,Région,RSS06,06 - Montréal,385,1,0,0,41326,49,0,0,386,41375,0.0006815664,,0,14,0,0,2054092,
2021-01-25,Région,RSS06,06 - Montréal,634,3,0,0,41960,52,0,0,637,42012,0.0008276163,,0,17,0,0,2054092,
2021-01-26,Région,RSS06,06 - Montréal,767,21,0,0,42727,73,0,0,788,42800,0.0010223495,,0,21,0,0,2054092,
2021-01-27,Région,RSS06,06 - Montréal,704,7,0,0,43431,80,0,0,711,43511,0.0012170828,,0,25,0,0,2054092,
2021-01-28,Région,RSS06,06 - Montréal,852,19,0,0,44283,99,0,0,871,44382,0.0013631327,,0,28,0,0,2054092,
2021-01-29,Région,RSS06,06 - Montréal,204,12,0,0,44487,111,0,0,216,44598,0.0016552326,,0,34,0,0,2054092,
2021-01-30,Région,RSS06,06 - Montréal,34,26,0,0,44521,137,0,0,60,44658,0.0019960158,,0,41,0,0,2054092,
2021-01-31,Région,RSS06,06 - Montréal,6,7,0,0,44527,144,0,0,13,44671,0.002190749,,0,45,0,0,2054092,
2021-02-01,Région,RSS06,06 - Montréal,19,15,0,0,44546,159,0,0,34,44705,0.0025802155,,0,53,0,0,2054092,
2021-02-02,Région,RSS06,06 - Montréal,73,46,0,0,44619,205,0,0,119,44824,0.0031157319,,0,64,0,0,2054092,
2021-02-03,Région,RSS06,06 - Montréal,2194,33,0,0,46813,238,0,0,2227,47051,0.0032130985,,0,66,0,0,2054092,
