"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2023-03-27;25915687;22984771
2023-03-26;25915687;22983070
2023-03-25;25915687;22982846
2023-03-24;25915687;22980489
2023-03-23;25915687;22978273
2023-03-22;25915687;22974726
2023-03-21;25915687;22971610
