group,1d,2d,3d,pop 2021
0-4,252,53,8,428991
5-11,428000,309298,232,650347
12-17,529271,501948,63960,529446
18-29,1109297,1048250,403750,1216440
30-39,1017357,975974,474705,1118629
40-49,1025016,999229,612537,1115327
50-59,1078728,1052343,766159,1155183
60-69,1114395,1102940,966084,1168854
70-79,753241,752206,703096,783129
80 plus,400300,400364,377486,425520
Total 5+,7455605,7142552,4368009,8162875
Total,7455857,7142605,4368017,8591866
